count,diff_srv_rate,dst_bytes,dst_host_count,dst_host_diff_srv_rate,dst_host_rerror_rate,dst_host_same_src_port_rate,dst_host_same_srv_rate,dst_host_serror_rate,dst_host_srv_count,dst_host_srv_diff_host_rate,dst_host_srv_rerror_rate,dst_host_srv_serror_rate,duration,flag_OTH,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,hot,is_guest_login_0,is_guest_login_1,is_host_login_0,is_host_login_1,land_0,land_1,logged_in_0,logged_in_1,num_access_files,num_compromised,num_failed_logins,num_file_creations,num_outbound_cmds,num_root,num_shells,protocol_type_icmp,protocol_type_tcp,protocol_type_udp,rerror_rate,root_shell,same_srv_rate,serror_rate,service_IRC,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,src_bytes,srv_count,srv_diff_host_rate,srv_rerror_rate,srv_serror_rate,su_attempted,urgent,wrong_fragment
0.025635333228856326,0.0032472267738194206,1.720616174606866e-08,0.043766826174396554,0.011081848728354089,0.06562631953507662,0.04213532070163637,0.031014752717474038,0.057947048447531416,0.11702485677786172,0.001129389485286083,0.008284081500951288,0.01821299117837043,5.8079681488787396e-05,0.0,0.024905789317781455,0.0021586562387000186,0.0,0.0022424817862561498,0.028187251740473585,0.0,0.0,8.12242552638054e-05,0.018088697400016826,0.0,0.0036390005897101218,0.0030338065398933622,0.004201023090115541,0.0,0.0,0.0,0.0,0.013542250148202584,0.014191411107167368,8.568532764911651e-05,3.0181783586158415e-07,8.041810942813755e-05,7.685729464002033e-07,0.0,0.0,0.0,0.009888935788403615,0.019704196341335772,0.0070125070167523515,0.015058165062546322,0.0004659370954914266,0.043374213532079015,0.009718034285178874,0.0,0.0,0.0,0.0,0.0,8.53723049318411e-06,2.053366249560096e-05,0.0,6.0357979878915555e-05,0.0,7.386403158307075e-05,0.0,0.0017105638328121131,0.0,0.001759803812244627,0.010906746673390444,2.7083914045569202e-05,0.0,0.0,0.0011021132215171291,0.007618388519476866,0.000384543176375729,0.0,0.0,0.0353174641818805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.194099142137418e-05,1.280690892599523e-05,0.0,1.4406423370525445e-05,0.0,2.479504948421779e-06,0.0,0.0,0.0,0.0002082471251135587,0.0,0.0,0.009721830812052303,0.0,0.0,0.0009972750395536422,0.0,0.05478653597878292,0.0,8.119248785078526e-05,0.0,0.0,0.006787100843212102,0.0,4.7522126697003844e-05,0.0,7.127344691477688e-06,0.0,0.005976597216218522,0.0,0.0,1.3654438080266118e-05,0.0,0.0,0.00028663661255023953,7.5317474551783726e-06,0.0,0.00012532936060722478,1.6742402329066042e-07,0.002207955156279695,0.007086859062383155,0.04441017601413478,0.014765453472427907,0.0,0.0,0.0
