neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32
0.027276498549617827,0.028665353904943913,0.010815757053205744,0.0,0.0,0.028089613835327328,0.0123753373749787,0.0,0.02797185849165544,0.0,0.02712942261947319,0.03231995705049485,0.012580706686712802,0.030091030854964628,0.013686991787981242,0.010655466226453428,0.0,0.011541646644473076,0.012785330211627297,0.02924776167375967,0.026579425528179854,0.0,0.008797089426661842,0.013362412869464607,0.028898960484657437,0.009819811666675378,0.009521033882629126,0.01152211518434342,0.0,0.011117745011579245,0.01270059563452378,0.010560425930307246
