,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14,input_15,input_16,input_17,input_18,input_19,input_20,input_21,input_22,input_23,input_24,input_25,input_26,input_27,input_28,input_29,input_30,input_31,input_32,input_33,input_34,input_35,input_36,input_37,input_38,input_39,input_40,input_41,input_42,input_43,input_44,input_45,input_46,input_47,input_48,input_49,input_50,input_51,input_52,input_53,input_54,input_55,input_56,input_57,input_58,input_59,input_60,input_61,input_62,input_63,input_64,input_65,input_66,input_67,input_68,input_69,input_70,input_71,input_72,input_73,input_74,input_75,input_76,input_77,input_78,input_79,input_80,input_81,input_82,input_83,input_84,input_85,input_86,input_87,input_88,input_89,input_90,input_91,input_92,input_93,input_94,input_95,input_96,input_97,input_98,input_99,input_100,input_101,input_102,input_103,input_104,input_105,input_106,input_107,input_108,input_109,input_110,input_111,input_112,input_113,input_114,input_115,input_116,input_117,input_118,input_119,input_120,input_121,input_122,input_123,input_124,input_125,input_126
neuron_67,3.2840766e-34,-5.319975e-34,2.8140674e-34,2.1230567e-34,-2.9027478e-37,-3.2794658e-34,-8.7665924e-35,5.3879775e-34,2.5731957e-34,-2.9073853e-34,1.1112759e-34,1.221291e-34,1.7928279e-34,4.438198e-34,1.8697542e-34,-1.0651845e-34,1.4100762e-34,-2.8042196e-34,-4.6628018e-34,8.162959e-35,4.850126e-34,-4.870671e-34,-2.6967631e-34,4.9030967e-34,-1.5573849e-34,-2.13929e-34,5.8969785e-34,-4.892356e-34,4.942175e-34,1.9057776e-34,5.3948886e-34,-7.715362e-35,2.6943786e-34,-7.010255e-35,4.4400846e-34,-4.7311003e-34,2.0258993e-34,-4.218618e-34,1.1262962e-34,4.2351225e-34,2.5804874e-34,-3.3334143e-34,1.4683414e-34,4.6382996e-34,-1.1774794e-34,-5.1497563e-34,1.3947746e-35,-1.8143355e-34,4.0499803e-34,3.5342468e-34,1.8904704e-34,-8.190772e-11,3.6849732e-34,3.0657848e-34,3.4093469e-34,5.704464e-34,5.546744e-34,4.858649e-34,5.7465557e-35,-2.8519871e-34,-1.8204358e-34,9.565287e-35,-6.670483e-36,3.7071345e-34,-2.3731266e-34,-4.5215702e-34,-1.7223141e-34,-4.739468e-35,-3.2398516e-34,-2.2512232e-34,-1.9732923e-08,4.4883993e-34,1.0771608e-34,-2.617532e-35,3.7625976e-34,4.1825796e-10,4.6502364e-34,9.685063e-36,-2.3166128e-34,-5.3748745e-34,-2.3884107e-34,-4.5781983e-34,-5.4769606e-34,6.590478e-35,-4.2456744e-35,1.5976621e-35,5.589944e-34,-4.488706e-34,8.440986e-35,-4.6265006e-34,4.0597098e-35,-2.3719088e-34,2.6629098e-34,-4.9336104e-34,-1.893648e-09,2.8665412e-34,1.1113344e-34,3.2563117e-34,1.3468814e-34,5.37225e-34,3.628177e-35,1.0455547e-34,5.7326054e-34,2.8781153e-34,-5.3701716e-34,-4.569367e-35,-5.7996577e-34,5.5348243e-34,-3.6705e-34,-5.390211e-34,-7.272756e-35,-8.137508e-35,-5.545624e-35,-2.452594e-34,3.2807524e-34,-5.23718e-34,2.5134714e-34,-3.2122867e-34,-2.4517984e-34,-2.1959658e-34,-3.1985004e-34,-1.4257391e-34,1.1065454e-34,-4.7690035e-35,-5.1562692e-34,-2.0497035e-34
neuron_68,-4.0464804e-34,3.2238865e-34,2.0152354e-34,-3.3126372e-34,-3.0324058e-34,-5.212728e-34,1.589421e-34,4.1621215e-34,-1.3943388e-34,-5.1762086e-34,-1.6931003e-34,-1.2168257e-34,3.368299e-34,2.1967804e-34,-6.786992e-35,5.224929e-34,2.4324096e-34,-2.5314353e-34,2.6340273e-34,4.27734e-34,-2.9752488e-34,2.7696396e-34,-5.8914693e-34,-3.2564378e-34,-1.7477374e-34,-5.2382104e-34,1.4374178e-34,2.2839548e-34,-7.754665e-35,-2.684447e-34,-7.028204e-35,-1.1509371e-34,5.8795593e-35,-2.177282e-34,-2.6904678e-34,-1.8147741e-34,1.5649696e-34,-1.424554e-34,-1.5011724e-34,-3.9577793e-35,3.093654e-34,-3.5390163e-35,-1.3391e-34,-2.8974866e-34,-4.1929985e-34,5.16669e-34,-3.934937e-34,-3.8434932e-34,4.741631e-34,-1.5062436e-34,-5.6286435e-34,-5.242073e-34,-4.2175084e-34,3.3933895e-34,9.9952836e-36,-5.97974e-35,-3.940946e-34,4.323927e-34,-5.7303155e-34,-1.6107859e-34,4.940283e-34,-4.8216813e-34,1.4727808e-35,-4.886746e-34,4.5470472e-34,-2.3436869e-34,-4.8594367e-34,3.0072052e-34,-3.911995e-34,-3.79042e-34,3.064634e-34,-3.830486e-34,-7.7350656e-35,-2.5030417e-34,-5.340789e-34,-1.780958e-34,1.3503785e-34,5.7665345e-35,-2.687799e-34,5.3932856e-34,-4.923003e-34,4.4277382e-35,-1.6383388e-34,-5.903239e-34,1.5734497e-34,-5.1066413e-34,3.4713556e-34,-5.894048e-35,-1.9293903e-35,4.704815e-34,-7.9409235e-35,-2.0725876e-34,6.5532203e-35,4.6286748e-34,2.1450954e-34,-2.7751328e-34,3.4640937e-34,5.4896624e-34,2.9369432e-34,-2.0740542e-35,4.006168e-34,-5.565334e-34,-4.043449e-34,4.1342963e-35,4.458088e-34,2.9401804e-34,4.802563e-34,3.3015136e-34,-1.9047598e-34,-8.882334e-35,-4.8464346e-36,-4.931513e-34,-2.9019163e-34,1.05083685e-35,4.685491e-34,-2.9765432e-34,-9.1037354e-35,4.3704086e-34,1.1017339e-34,5.563486e-35,-2.2602754e-34,4.8470747e-34,-1.6920302e-34,-2.8879958e-34,4.5833953e-34,1.451708e-34
neuron_69,1.1552178e-34,4.6894598e-34,-5.2276805e-34,-2.5587837e-34,3.0220552e-34,-1.1915125e-35,-3.5502808e-34,5.691914e-34,6.0445814e-35,-5.8402003e-34,2.8439266e-35,1.3289175e-34,-3.0824704e-34,1.809553e-35,1.6731089e-34,5.221499e-35,-3.1735955e-34,-1.5443698e-34,-1.0073824e-34,5.55287e-34,-5.351037e-34,3.256159e-34,1.5021607e-34,4.003403e-34,-5.9233975e-35,-4.1875935e-34,2.168745e-34,-4.6126358e-36,3.1136722e-34,-3.8224133e-34,2.048946e-34,1.7217985e-35,4.5308755e-34,2.6942011e-34,4.6827337e-34,1.0155169e-34,-2.5530725e-34,7.681456e-35,-5.1333136e-34,-5.289167e-34,3.5863644e-34,2.8695677e-34,3.087952e-34,-1.6347809e-34,-7.011043e-35,-3.859095e-34,2.8407878e-34,-3.708572e-34,-5.093162e-34,4.2377926e-35,4.771067e-34,1.2146256e-10,4.8701787e-34,-2.8326475e-35,5.6497418e-34,4.542147e-34,5.3707143e-34,4.7107808e-34,-2.434952e-34,-2.2961023e-34,1.0284021e-34,7.559604e-35,-1.5557453e-34,1.3130728e-34,-1.2615148e-34,4.0036603e-34,1.4125439e-34,4.859042e-35,-1.8112072e-34,5.2772524e-34,1.2792145e-07,3.943137e-34,-4.3634516e-34,-3.6300862e-10,5.343542e-34,1.1247447e-11,3.599906e-34,-5.4539062e-34,2.1418517e-35,5.2944706e-34,3.5982323e-34,-3.9558177e-34,3.8448216e-35,-2.3616398e-34,-1.4090724e-34,2.686675e-35,-3.313555e-34,4.516771e-34,7.97066e-35,2.1505669e-35,-3.749816e-34,-3.5431126e-34,2.5895238e-34,-3.8376185e-34,1.5188122e-34,-3.3182192e-34,2.442119e-34,1.1020905e-34,2.5121804e-34,4.2059555e-34,-1.7553327e-34,-4.990813e-34,-1.9982747e-34,-3.7140405e-34,9.569523e-35,8.959067e-35,3.843626e-34,3.086152e-34,1.1513594e-34,1.5610022e-34,-4.669461e-34,-3.94686e-34,2.5027544e-34,2.8972515e-34,-4.9508626e-34,5.055522e-34,5.4066716e-34,1.3801057e-34,1.4283221e-34,-5.725981e-34,-5.146475e-35,1.4980286e-34,-8.692295e-35,5.141227e-34,3.7882707e-34,4.9040205e-34
neuron_70,5.1357334e-34,6.6377945e-35,-5.036145e-34,2.9044032e-34,1.4456503e-34,-2.832011e-35,-5.34993e-34,-3.918865e-34,-3.9873315e-34,-3.0398658e-34,-2.4187817e-35,-3.6240326e-34,2.0220773e-34,3.5144492e-34,9.381746e-35,-3.3720387e-34,4.680198e-34,-2.0875623e-34,2.722291e-34,5.475076e-34,2.66911e-34,-5.1383246e-35,-4.9843683e-34,2.3913412e-35,5.18113e-35,1.1348303e-34,1.9870088e-34,5.442937e-34,3.984574e-34,1.5807538e-34,3.2652625e-34,3.5388189e-34,1.9865163e-34,-2.635388e-34,-2.5427885e-34,-3.8178146e-34,-1.0440643e-34,-4.4966314e-34,-2.376092e-34,2.8950141e-34,1.6927227e-34,-6.0267234e-35,-1.2219328e-34,5.684955e-34,3.4975264e-34,-4.9176117e-34,1.0159984e-34,-3.887943e-34,3.8040042e-34,-5.7249807e-34,-5.868134e-34,-1.5611925e-35,4.245705e-34,5.231784e-34,-3.659409e-34,-4.6430006e-34,8.5412016e-35,7.987027e-35,5.3340995e-34,-4.274575e-34,-2.403767e-34,-5.442206e-35,-5.249225e-34,1.8205176e-35,-4.3493337e-34,-7.994335e-35,-4.4443274e-34,-3.176064e-34,1.707881e-34,5.0347856e-34,-3.5120047e-34,-4.0816295e-34,2.0678874e-34,-3.4412912e-34,-2.9907207e-34,-4.9586966e-34,-2.847438e-34,-2.3471316e-34,3.080633e-34,4.0013006e-34,5.7534236e-34,-3.4519177e-34,4.110972e-34,-1.5864582e-36,3.3342948e-34,-4.676586e-34,-2.2118396e-35,-8.201836e-35,4.3337722e-35,3.65991e-34,1.0836699e-34,-2.5837908e-35,4.3922714e-34,-1.0635757e-34,-6.6398476e-35,6.5554657e-35,-3.551347e-34,3.0152642e-34,-2.429604e-34,1.9633042e-34,-4.9325525e-34,-6.6161e-35,-3.5601775e-35,3.2644406e-34,-2.511053e-34,3.8916715e-34,2.604362e-34,5.024807e-34,-4.870599e-34,1.9934676e-34,1.8952897e-34,-5.828978e-35,2.0634784e-34,2.2632328e-34,3.90997e-34,1.5498016e-34,4.536274e-34,5.30693e-34,-1.5639097e-34,-1.2547607e-34,2.6965078e-34,5.266451e-34,-1.5914886e-34,-4.884385e-34,-1.397401e-34,1.3676914e-34
neuron_71,-1.687981e-34,-5.6260404e-34,-5.4317243e-34,-2.8275865e-34,-2.2687316e-34,-3.2688383e-35,-3.1203663e-34,-3.129168e-34,-9.816737e-35,2.6508867e-34,-4.6417958e-34,-1.9604128e-34,7.3858365e-35,-4.8748026e-35,2.3369654e-34,-1.7579679e-34,1.4996776e-34,2.905925e-34,2.8488898e-34,1.8022142e-35,-4.784726e-34,3.4520834e-34,-6.5297127e-35,-3.4591208e-34,3.7279343e-34,2.1464495e-34,-3.6740974e-34,-3.3699843e-34,-3.7140348e-34,3.0742676e-34,-3.53885e-34,1.1717987e-34,-2.78426e-34,-2.3849986e-34,-4.060094e-34,1.3152896e-34,-2.0171841e-34,3.4750685e-34,2.9156946e-35,-2.7192775e-34,-4.536577e-34,-1.4807945e-34,2.0941992e-34,-3.0919616e-34,5.040924e-34,4.0840655e-34,-3.5316284e-34,-4.593227e-35,-4.277433e-34,2.873547e-34,1.6837023e-34,-3.4445568e-34,-4.202167e-34,2.8814801e-34,-2.92924e-34,4.907719e-34,-1.0108416e-34,5.168837e-34,-1.1036974e-34,-2.0854682e-34,1.3556515e-35,3.8686805e-34,4.527113e-34,-3.89203e-34,-5.557457e-35,5.093842e-34,-4.4889425e-34,-5.6271893e-34,-1.5644257e-34,-4.01543e-34,-6.3390083e-12,2.7785243e-34,-2.8050046e-34,3.502903e-35,5.4358716e-34,-1.06293446e-13,4.9438175e-34,5.1689664e-34,-2.51648e-34,-1.2789259e-34,3.5993421e-34,5.470424e-34,4.626485e-34,3.9828853e-34,-1.4825854e-35,5.7215847e-34,-4.4012602e-34,1.7035264e-34,-5.0492625e-34,-3.5173895e-34,1.6357059e-34,-5.809991e-34,1.8195066e-34,-2.4983287e-34,5.31178e-34,-1.6294172e-34,-4.996189e-34,1.9487306e-34,2.7646677e-34,3.3430325e-35,-5.115274e-34,2.5333575e-34,1.3111982e-34,-5.017471e-34,-3.8376573e-35,3.5174529e-34,-3.2546316e-35,-3.0438976e-34,5.5998305e-34,-3.852881e-34,4.19983e-34,1.3775747e-34,-4.456691e-34,-2.9272397e-34,-3.96731e-34,2.5529092e-34,5.7156613e-34,-4.7486776e-34,1.8906798e-34,-3.3127107e-34,4.6670133e-34,-5.0709215e-34,6.288133e-35,-4.6101144e-34,-4.2537917e-34,-1.1256325e-34
neuron_72,-0.017718174,0.0036807933,-6.501067e-05,-0.019849105,0.028050683,-0.052600432,-0.07411332,-0.067892216,-0.023713354,0.033170845,-0.0076674703,-0.020726657,0.00088760466,-0.0017892559,0.00075650966,-0.0043275296,0.036141936,-0.007632886,0.006385179,-0.011725119,0.020128962,0.00396316,0.0025179852,0.007868151,-9.208946e-05,-0.059454434,0.011234679,-0.008023524,-0.00059660705,-3.210985e-14,0.001722126,-9.334499e-09,-0.0047765565,0.00944473,0.0075368215,0.00088555564,0.0030778695,0.00019786853,2.4483444e-34,0.0016855721,-0.0063152034,-0.0038316434,0.004711586,0.0061624926,-0.018303106,-0.021035204,0.0078091254,-0.0059268214,0.030965885,0.015871592,0.00018050248,6.585986e-05,0.005899045,-1.9253257e-06,-4.3617016e-05,-9.357902e-05,-0.00018582388,-0.0013113577,-0.0016144294,-0.00612321,0.008048135,-0.0020813914,-0.011826918,-0.02120013,-0.0026026145,-3.1171418e-05,-0.00083019864,-0.010819679,0.0100534065,-0.0042995117,5.812436e-22,1.8770283e-05,-0.053930674,-1.4971371e-15,-6.956723e-05,4.837086e-35,-0.00024617102,-0.01418542,-0.001639825,0.0007731111,-7.489097e-05,-6.6947876e-05,-0.004559638,-5.67744e-05,-0.0001240166,-0.00020250598,-0.0001023247,-0.00012944434,-6.1445135e-05,-0.00014557772,-0.0154308565,0.007903343,0.0028467774,-0.017738838,-3.6671106e-06,0.010649551,-1.6738024e-05,-0.00032963144,0.013249193,-3.7686408e-05,0.00021475823,-0.008411499,0.04849345,-0.00040835986,-0.00026776775,-0.00035016856,7.240318e-05,-0.00018969734,0.020727815,-3.8267875e-21,2.3922566e-09,-0.0055744504,0.017661788,0.02118838,-0.018507427,0.00046522578,-0.0010516181,-0.00030614744,-0.00019282376,0.0071749287,0.009820403,-0.033297654,-0.005372353,0.017683836,-7.0833616e-05,-0.029370062
neuron_73,-3.1481906e-34,5.8123604e-34,1.615127e-34,1.4498676e-34,3.8822593e-34,1.301247e-34,-1.2199299e-34,-2.1049646e-34,4.1165243e-34,3.5243208e-34,5.3026963e-34,1.4932814e-34,-1.7725029e-34,4.20812e-34,-4.7822e-34,3.3316777e-34,-8.956918e-35,-5.9715917e-35,1.1564074e-34,-3.1691034e-34,-2.6750734e-34,-5.4858214e-34,-5.5654207e-34,-9.969374e-35,-4.960183e-34,2.7104122e-35,-2.4632291e-34,1.8978035e-36,-4.3502787e-34,5.1497916e-34,5.5349097e-34,-3.121068e-34,-5.4624322e-34,-1.1743314e-34,3.8540254e-34,1.6600855e-34,-2.995493e-34,-4.5807715e-34,-3.5000987e-35,4.111152e-34,-4.9051543e-34,-5.456823e-34,2.4651248e-34,4.995467e-34,3.940366e-34,3.7326847e-35,3.5065394e-34,-1.3201465e-34,3.2323813e-34,-4.3096745e-34,-1.932881e-34,3.113686e-34,-2.19487e-34,5.4134013e-34,-4.1891786e-34,5.150445e-34,4.0979597e-34,-4.8506425e-34,3.663251e-34,3.1244918e-34,-4.972389e-34,-1.2669351e-34,4.330333e-34,-2.9887977e-35,2.9127483e-34,-1.4644023e-34,-5.692628e-34,4.8724e-34,5.360259e-35,1.2653445e-34,-4.3291877e-34,5.0120962e-34,4.495961e-34,3.7877553e-34,1.4228688e-34,-4.6176343e-34,3.1600355e-34,-5.7877955e-35,-2.8267723e-34,2.9589574e-34,3.4185304e-34,1.0788834e-35,1.5005965e-34,5.782053e-34,-4.9230805e-34,3.0268144e-34,-4.74628e-34,-4.208261e-34,-4.3684042e-34,4.7710965e-34,3.7081465e-34,-3.104899e-34,2.1672734e-34,-1.7104912e-34,-6.95544e-35,3.7475788e-34,4.824552e-34,-5.4510727e-34,-5.2058145e-34,1.7170769e-34,-5.120177e-35,-1.4462633e-34,3.4992435e-34,3.680628e-34,5.672094e-34,1.8660223e-34,1.502976e-34,2.644546e-34,4.5704006e-34,6.933053e-07,9.550299e-35,-2.4554132e-34,6.3675714e-35,3.315594e-34,4.3612227e-34,4.6388667e-34,-1.2268736e-34,-5.087266e-34,4.4798765e-34,3.2269845e-35,-4.651034e-34,-4.311568e-34,-3.6029271e-34,2.9548243e-35,-5.6060878e-34,2.0103233e-34
neuron_74,-5.17981e-34,4.3135913e-34,3.8273251e-34,-1.5951722e-34,7.0433234e-36,-1.1784675e-34,4.2316832e-34,1.1697019e-34,1.2482603e-34,-3.1317364e-34,7.7906416e-35,-4.5998885e-34,4.2073606e-35,8.539776e-35,-5.7176325e-34,-2.37441e-34,-5.6371213e-34,3.621192e-34,-1.4599954e-34,-5.176214e-34,-3.6670798e-34,-2.9800003e-34,-6.7252236e-35,-5.3121104e-34,-5.0921277e-34,-8.161143e-35,2.479546e-34,-4.7928284e-34,3.8803817e-34,2.5897523e-34,1.9655464e-34,2.1360638e-34,2.8455274e-34,1.5983794e-34,4.2692247e-34,2.3796157e-34,1.2497645e-34,4.7633373e-34,2.0790092e-34,-2.9774484e-34,3.7649697e-34,-2.8658915e-34,-4.7307205e-34,-7.0508596e-35,4.197041e-34,4.1789233e-34,-2.4457096e-35,3.8025054e-34,-4.0100975e-34,4.293609e-34,4.3980166e-34,1.5252604e-34,4.1200664e-35,-1.3394437e-35,7.455161e-35,5.254994e-34,2.741629e-34,3.3046911e-35,-4.733253e-34,3.3398758e-34,4.3958906e-34,2.195451e-34,4.3319763e-34,-8.4322285e-35,-4.4575536e-34,-2.1213146e-34,-3.253993e-34,-5.3670276e-34,-1.7703507e-34,-3.6059065e-34,2.128273e-34,-3.2709453e-34,-5.228015e-34,-5.0809256e-34,5.1576647e-34,-1.381131e-34,-5.0346965e-34,3.1039424e-34,-6.5461076e-35,6.968257e-35,-1.8816271e-34,2.6203578e-34,-3.7754004e-34,4.724582e-34,-5.2708845e-35,4.278085e-34,4.9168e-34,4.2768112e-35,1.0572107e-34,-4.4274995e-34,-7.9535233e-35,5.274464e-34,3.7843424e-34,-1.5013005e-34,3.9070934e-34,5.6274762e-34,-2.4872166e-34,4.9254706e-36,-5.4288094e-35,3.5892067e-34,-1.4279699e-34,-4.2420717e-34,5.3333735e-34,1.7671172e-34,1.4281889e-34,1.1386812e-34,-1.1945902e-34,-1.7678889e-34,2.4776142e-34,7.5256985e-35,-4.381441e-34,1.143852e-34,-1.8589112e-34,-2.425509e-34,3.1121397e-35,-4.4730235e-35,5.3729826e-35,-5.749281e-35,-4.4802636e-34,-3.98434e-34,1.7146341e-34,2.3933455e-34,2.014997e-34,-5.5866985e-34,-5.178259e-34,-3.3829887e-34
neuron_75,2.8039765e-34,5.429951e-34,-3.3630893e-35,1.2808704e-34,-1.3038012e-34,1.6805134e-34,-4.263116e-34,-4.08889e-34,3.279954e-35,1.6408033e-34,1.7670871e-34,-2.7242913e-34,-1.1301776e-34,1.6383703e-34,-4.1458717e-34,-4.0222157e-34,-1.679586e-34,1.5061377e-34,1.1504088e-34,-9.676984e-35,6.7191234e-35,-1.6744554e-34,-2.9516594e-34,3.9498383e-34,-1.4807436e-34,-9.502104e-35,-3.1256475e-35,-1.846717e-34,5.067932e-35,4.0809637e-34,5.226474e-35,-4.7932757e-34,-1.0605009e-34,-5.2913932e-34,-4.5313103e-35,-5.799338e-34,-7.878108e-37,-1.5103247e-34,1.7432306e-35,2.6458908e-34,-3.2538235e-34,5.3578234e-34,-3.430003e-34,-1.1110636e-34,3.8618e-34,-1.0730716e-34,2.7045664e-34,-8.511923e-35,1.4682412e-34,-9.094772e-35,-5.533963e-34,1.5012753e-34,1.5675304e-34,4.77009e-34,2.6459515e-34,2.63184e-35,3.029473e-34,5.606503e-34,-2.6926002e-34,2.2282e-35,-4.291548e-34,-1.930255e-34,-1.3640407e-34,5.6862e-34,-4.5075433e-34,4.8115243e-34,5.134384e-34,3.0286286e-34,-2.9730502e-34,-1.6465126e-34,4.1578245e-34,3.818204e-34,4.4599564e-35,2.4459833e-35,-6.9585776e-35,-2.5131775e-34,4.7546074e-34,5.7115066e-35,5.325705e-34,-3.1348598e-34,-2.7793848e-34,4.164488e-34,-2.0616426e-34,3.5166488e-34,-5.156205e-35,-3.307549e-34,-2.4252506e-34,3.2898101e-34,3.2744929e-34,-5.1751873e-34,2.0839035e-35,1.9388439e-34,-2.1888182e-34,3.9405707e-34,2.929354e-34,-3.5900654e-34,-1.037562e-34,-3.4818384e-34,-1.0205004e-34,-5.4032443e-34,1.17957e-34,3.9999795e-34,-5.6067304e-35,-4.39512e-34,4.055194e-34,1.7216658e-34,3.8180626e-34,-3.2345913e-34,4.799531e-34,-5.1672234e-34,-4.749587e-34,7.008373e-35,4.134398e-34,1.8984971e-34,4.309717e-34,4.9745323e-34,-5.7419593e-34,-2.8021714e-34,4.5986395e-34,-4.859098e-34,3.871395e-34,1.7286825e-34,-4.5848293e-34,2.672254e-34,3.6641187e-34,7.2927325e-35
neuron_76,1.0952737e-34,-3.835627e-34,-7.0854753e-09,2.636311e-35,5.3207007e-35,4.699998e-34,-2.1477595e-34,1.479161e-34,-1.3072622e-34,4.9777355e-34,-3.1374328e-34,-3.2119437e-34,2.3641949e-34,2.731966e-34,8.769987e-35,-4.458671e-34,1.3051961e-34,5.728512e-34,3.5849347e-34,2.916209e-34,-2.1859429e-34,5.5152946e-34,3.1779618e-34,1.2677629e-34,-3.813884e-34,1.608881e-34,-2.895039e-35,-2.9950418e-34,-1.2511212e-34,-7.7509044e-14,-1.167535e-34,-7.698308e-35,2.80528e-35,1.31008e-34,-4.333291e-34,-1.5814312e-14,-2.4974727e-34,-4.771054e-34,5.274862e-34,-5.0190523e-34,-5.142402e-34,-3.2196131e-34,-4.7472675e-34,-4.894003e-35,5.148706e-34,-2.5744111e-34,-2.3924139e-34,-4.6414642e-34,3.132152e-34,2.7994508e-34,-9.2232226e-36,-7.748554e-08,-1.0198791e-36,-4.7899925e-35,-3.8509415e-34,-2.0814625e-34,5.277198e-34,5.5198735e-34,1.9907438e-34,-5.1764427e-34,9.668037e-35,-5.5096182e-34,2.6604651e-34,-4.6193243e-35,-5.582768e-34,-4.8837235e-34,-2.53952e-35,1.7670109e-34,-6.747535e-35,-4.6766345e-34,8.290837e-06,-3.2166668e-35,1.830786e-34,1.154289e-13,1.865965e-34,-3.427931e-07,3.5915595e-34,-1.3077522e-34,-5.821724e-34,1.3319967e-34,-1.0566151e-34,4.7818816e-34,1.9651492e-34,4.936103e-35,-4.986109e-34,-2.7703316e-34,4.7405956e-05,-1.3403574e-34,1.0285006e-34,2.8827089e-34,1.9565176e-34,-1.4516832e-34,-2.1992142e-34,-4.65482e-35,-4.740868e-34,5.1925617e-34,-4.9115387e-34,-3.410651e-35,3.2157558e-34,-3.137398e-34,5.0310883e-34,1.5475383e-34,2.6082672e-34,6.023527e-35,3.8518277e-34,3.5853019e-34,2.7492903e-34,-5.067839e-34,1.1724182e-34,5.8797125e-34,-2.3698058e-35,-1.1037102e-34,-4.4034018e-35,2.140172e-34,3.163136e-34,4.0669827e-34,5.422232e-34,-2.0331534e-34,3.1948026e-34,2.6412995e-34,-2.2413238e-34,1.9854274e-34,5.074502e-34,5.177946e-34,2.1670312e-34,1.1027781e-34
neuron_77,1.954803e-34,-3.628031e-34,-2.3510347e-05,2.837354e-34,1.5336638e-34,3.957915e-34,-2.7779475e-34,-1.5951706e-34,-3.674329e-35,-2.256425e-34,-2.1583967e-12,-3.4133693e-34,5.067189e-34,2.0963472e-35,4.430328e-36,-2.5566561e-34,-9.963055e-13,-5.5465113e-34,-3.966074e-34,5.128491e-34,3.6654494e-34,3.8625027e-34,1.9295648e-35,4.4830526e-34,2.5335797e-34,-1.7149654e-34,3.107328e-34,-3.1450338e-34,4.3762093e-34,-1.0526244e-05,5.164384e-34,-4.2817455e-34,3.2123855e-34,-5.3486554e-34,3.7892869e-34,1.6377476e-10,-2.2725584e-34,-1.5170122e-12,-1.6718602e-34,1.4541163e-05,4.5148396e-35,2.6030312e-35,1.2025652e-34,5.2407276e-34,3.2072776e-34,-3.5082921e-06,1.1598257e-34,-3.7463005e-34,3.5408535e-34,-6.3564444e-35,-4.5817096e-34,-9.9796594e-08,-1.083152e-05,-4.733929e-34,-2.0456981e-34,-5.3620763e-34,4.744692e-34,4.6851238e-34,-3.7301374e-34,-1.1320892e-34,4.1171984e-34,2.5434465e-34,5.069079e-34,-5.3927934e-34,1.5196497e-34,2.1731869e-07,2.1525138e-34,-2.0632268e-34,3.502335e-34,2.8619352e-34,-1.5438365e-12,-3.1574586e-34,2.5000643e-34,-3.0500512e-08,1.4650186e-34,8.992568e-06,3.1837383e-34,-4.214632e-34,-2.717449e-34,5.3406823e-34,2.8697123e-34,-4.114524e-34,4.05309e-34,-4.9164757e-34,5.4624267e-34,-2.3648155e-34,-1.6382571e-34,2.4370202e-35,3.3590987e-07,-2.3165173e-34,1.4949799e-34,3.1788673e-35,-9.919483e-35,3.1925196e-34,-2.268414e-34,-3.4392334e-34,-1.454013e-34,3.8967537e-34,4.119371e-34,5.5347858e-34,-3.1599198e-34,-2.8917336e-34,-4.9720325e-34,5.254445e-34,-5.0028994e-35,5.3018175e-34,-2.2563614e-34,-5.2284887e-34,-6.222415e-35,4.1069936e-34,1.8787605e-34,5.719621e-34,-3.2347584e-34,5.4207242e-34,-1.6078118e-34,-1.0652771e-34,-3.893884e-34,2.2864908e-34,-2.7965605e-05,2.4778613e-34,5.041577e-34,-5.9044126e-34,-5.250217e-35,9.6178294e-11,-4.2769627e-34,-2.1253085e-34
