epoch,mean,median,mode,std_dev,min,max,q1_25th,q3_75th,skewness,kurtosis
36,-0.410773,-0.410773,-0.410773,0.0,-0.410773,-0.410773,-0.410773,-0.410773,,
37,-0.418646,-0.418646,-0.418646,0.0,-0.418646,-0.418646,-0.418646,-0.418646,,
38,-0.425491,-0.425491,-0.425491,0.0,-0.425491,-0.425491,-0.425491,-0.425491,,
39,-0.434384,-0.434384,-0.434384,0.0,-0.434384,-0.434384,-0.434384,-0.434384,,
40,-0.44514,-0.44514,-0.44514,0.0,-0.44514,-0.44514,-0.44514,-0.44514,,
41,-0.455703,-0.455703,-0.455703,0.0,-0.455703,-0.455703,-0.455703,-0.455703,,
42,-0.462481,-0.462481,-0.462481,0.0,-0.462481,-0.462481,-0.462481,-0.462481,,
43,-0.46862,-0.46862,-0.46862,0.0,-0.46862,-0.46862,-0.46862,-0.46862,,
44,-0.476539,-0.476539,-0.476539,0.0,-0.476539,-0.476539,-0.476539,-0.476539,,
45,-0.484246,-0.484246,-0.484246,0.0,-0.484246,-0.484246,-0.484246,-0.484246,,
46,-0.491751,-0.491751,-0.491751,0.0,-0.491751,-0.491751,-0.491751,-0.491751,,
47,-0.500187,-0.500187,-0.500187,0.0,-0.500187,-0.500187,-0.500187,-0.500187,,
48,-0.504421,-0.504421,-0.504421,0.0,-0.504421,-0.504421,-0.504421,-0.504421,,
49,-0.508552,-0.508552,-0.508552,0.0,-0.508552,-0.508552,-0.508552,-0.508552,,
50,-0.51862,-0.51862,-0.51862,0.0,-0.51862,-0.51862,-0.51862,-0.51862,,
51,-0.524271,-0.524271,-0.524271,0.0,-0.524271,-0.524271,-0.524271,-0.524271,,
52,-0.529592,-0.529592,-0.529592,0.0,-0.529592,-0.529592,-0.529592,-0.529592,,
53,-0.535119,-0.535119,-0.535119,0.0,-0.535119,-0.535119,-0.535119,-0.535119,,
54,-0.538101,-0.538101,-0.538101,0.0,-0.538101,-0.538101,-0.538101,-0.538101,,
55,-0.545052,-0.545052,-0.545052,0.0,-0.545052,-0.545052,-0.545052,-0.545052,,
56,-0.549407,-0.549407,-0.549407,0.0,-0.549407,-0.549407,-0.549407,-0.549407,,
57,-0.553979,-0.553979,-0.553979,0.0,-0.553979,-0.553979,-0.553979,-0.553979,,
58,-0.563222,-0.563222,-0.563222,0.0,-0.563222,-0.563222,-0.563222,-0.563222,,
59,-0.568837,-0.568837,-0.568837,0.0,-0.568837,-0.568837,-0.568837,-0.568837,,
60,-0.574258,-0.574258,-0.574258,0.0,-0.574258,-0.574258,-0.574258,-0.574258,,
61,-0.578432,-0.578432,-0.578432,0.0,-0.578432,-0.578432,-0.578432,-0.578432,,
62,-0.581272,-0.581272,-0.581272,0.0,-0.581272,-0.581272,-0.581272,-0.581272,,
63,-0.582326,-0.582326,-0.582326,0.0,-0.582326,-0.582326,-0.582326,-0.582326,,
64,-0.586227,-0.586227,-0.586227,0.0,-0.586227,-0.586227,-0.586227,-0.586227,,
65,-0.590098,-0.590098,-0.590098,0.0,-0.590098,-0.590098,-0.590098,-0.590098,,
66,-0.592604,-0.592604,-0.592604,0.0,-0.592604,-0.592604,-0.592604,-0.592604,,
67,-0.596729,-0.596729,-0.596729,0.0,-0.596729,-0.596729,-0.596729,-0.596729,,
68,-0.604696,-0.604696,-0.604696,0.0,-0.604696,-0.604696,-0.604696,-0.604696,,
69,-0.609056,-0.609056,-0.609056,0.0,-0.609056,-0.609056,-0.609056,-0.609056,,
70,-0.609502,-0.609502,-0.609502,0.0,-0.609502,-0.609502,-0.609502,-0.609502,,
71,-0.611198,-0.611198,-0.611198,0.0,-0.611198,-0.611198,-0.611198,-0.611198,,
72,-0.615284,-0.615284,-0.615284,0.0,-0.615284,-0.615284,-0.615284,-0.615284,,
73,-0.617926,-0.617926,-0.617926,0.0,-0.617926,-0.617926,-0.617926,-0.617926,,
74,-0.616118,-0.616118,-0.616118,0.0,-0.616118,-0.616118,-0.616118,-0.616118,,
75,-0.620375,-0.620375,-0.620375,0.0,-0.620375,-0.620375,-0.620375,-0.620375,,
76,-0.618313,-0.618313,-0.618313,0.0,-0.618313,-0.618313,-0.618313,-0.618313,,
77,-0.620019,-0.620019,-0.620019,0.0,-0.620019,-0.620019,-0.620019,-0.620019,,
78,-0.623327,-0.623327,-0.623327,0.0,-0.623327,-0.623327,-0.623327,-0.623327,,
79,-0.629752,-0.629752,-0.629752,0.0,-0.629752,-0.629752,-0.629752,-0.629752,,
80,-0.631805,-0.631805,-0.631805,0.0,-0.631805,-0.631805,-0.631805,-0.631805,,
81,-0.629884,-0.629884,-0.629884,0.0,-0.629884,-0.629884,-0.629884,-0.629884,,
82,-0.633471,-0.633471,-0.633471,0.0,-0.633471,-0.633471,-0.633471,-0.633471,,
83,-0.633377,-0.633377,-0.633377,0.0,-0.633377,-0.633377,-0.633377,-0.633377,,
84,-0.633121,-0.633121,-0.633121,0.0,-0.633121,-0.633121,-0.633121,-0.633121,,
85,-0.637378,-0.637378,-0.637378,0.0,-0.637378,-0.637378,-0.637378,-0.637378,,
86,-0.635997,-0.635997,-0.635997,0.0,-0.635997,-0.635997,-0.635997,-0.635997,,
87,-0.635016,-0.635016,-0.635016,0.0,-0.635016,-0.635016,-0.635016,-0.635016,,
88,-0.638378,-0.638378,-0.638378,0.0,-0.638378,-0.638378,-0.638378,-0.638378,,
89,-0.64065,-0.64065,-0.64065,0.0,-0.64065,-0.64065,-0.64065,-0.64065,,
90,-0.641734,-0.641734,-0.641734,0.0,-0.641734,-0.641734,-0.641734,-0.641734,,
91,-0.64072,-0.64072,-0.64072,0.0,-0.64072,-0.64072,-0.64072,-0.64072,,
92,-0.639588,-0.639588,-0.639588,0.0,-0.639588,-0.639588,-0.639588,-0.639588,,
93,-0.640393,-0.640393,-0.640393,0.0,-0.640393,-0.640393,-0.640393,-0.640393,,
94,-0.642574,-0.642574,-0.642574,0.0,-0.642574,-0.642574,-0.642574,-0.642574,,
95,-0.64332,-0.64332,-0.64332,0.0,-0.64332,-0.64332,-0.64332,-0.64332,,
96,-0.643664,-0.643664,-0.643664,0.0,-0.643664,-0.643664,-0.643664,-0.643664,,
97,-0.644706,-0.644706,-0.644706,0.0,-0.644706,-0.644706,-0.644706,-0.644706,,
98,-0.644129,-0.644129,-0.644129,0.0,-0.644129,-0.644129,-0.644129,-0.644129,,
99,-0.643673,-0.643673,-0.643673,0.0,-0.643673,-0.643673,-0.643673,-0.643673,,
