epoch,layer1,layer3,layer5,layer7
29,0.03927875833068041,0.016446281768229543,0.01057416876165686,0.03248488108335938
30,0.0367268502461074,0.016169943599159495,0.010589810338244942,0.020915148816109338
31,0.033208138987302446,0.014095811470078608,0.011799653257617332,0.02722570272738611
32,0.037667432073344144,0.013093311231311945,0.00991362340418476,0.03243693868107779
33,0.038083379419374,0.017555363966605758,0.011656905635716535,0.03145001626390677
34,0.038153041949495946,0.015916308460192638,0.012083685861524196,0.026282392585150985
35,0.03995332051281842,0.01470819428074023,0.012549257109486577,0.020870483679110076
36,0.03866885957718428,0.01576701322381635,0.011187127245186753,0.030367786419164634
37,0.03703587832089306,0.013377606138618357,0.009132663466919152,0.022187706573686246
38,0.035717391352113,0.01290461092013237,0.00946636577573462,0.02087799106715011
39,0.029869793839261742,0.013115377958716992,0.008302426452549867,0.021402237943729155
40,0.036730871130426494,0.016418090114261152,0.01141074813498218,0.025726216531001992
41,0.04469140830182014,0.015278194821378589,0.011256674508930233,0.025143533641873012
42,0.04283076687382562,0.016530333511457038,0.010597890969433466,0.02803293896472505
43,0.04171239483654706,0.0164506365834274,0.010594958187741912,0.02903742355995104
44,0.038446811181162936,0.012963953062241454,0.010256367388115514,0.02755689111637958
45,0.03806061577273804,0.013141679534975722,0.008027760148385112,0.03079527890765075
46,0.0410501302312185,0.013270471920772048,0.007626571247946221,0.019221116851005308
47,0.03993271603585203,0.013243148115157487,0.008300678948134294,0.019117359990333392
48,0.04339186279707289,0.01741554190945547,0.013563162463083579,0.029975417878655167
49,0.038408580981337974,0.013649399180916339,0.009395451133394272,0.03306128348990705
50,0.03978823371299605,0.01757594654634564,0.01160578497991408,0.021785347185665865
51,0.03130611239039426,0.013660376495543568,0.007436505025884142,0.03140275433779656
52,0.03456907450308727,0.014312531991230613,0.010109138786266585,0.026269133388827273
53,0.04087429340062034,0.012452290472037659,0.00888319717218974,0.021463522567369973
54,0.038847284010597165,0.013896064406874326,0.008748509701657754,0.025261873544929325
55,0.04003925390164008,0.014586541947973803,0.008711106014737732,0.02983773307407921
56,0.0337262757653435,0.012440343684963029,0.007519996609041792,0.021880032906739427
57,0.03944558847323741,0.01466318021440095,0.009101943748452834,0.03576731481394709
58,0.038553560613774684,0.014196692009056176,0.009831926871168226,0.045267962202864845
59,0.0415344119616493,0.01093414185018648,0.0072815426936879485,0.020570743763899245
60,0.03968203323923807,0.012262901288031286,0.006828655797446537,0.02304012504306345
61,0.039998832470460925,0.012532285266462759,0.00846719599395218,0.02904417063715196
62,0.035590842782940654,0.012020688041871801,0.008283367732993615,0.022601800835331677
63,0.031205779160277333,0.010269467366908546,0.00552402986957891,0.022783131259771997
64,0.03994920342134495,0.01592235193054091,0.009414943122504758,0.031688700320461234
65,0.03016344429935016,0.013902291969312093,0.009563215515714341,0.04877421504237664
66,0.03215398361012207,0.011522307798353552,0.008930350329074419,0.035999251436661835
67,0.0367259145155025,0.013983634363068839,0.009274914500953623,0.028763280636950994
68,0.035743359621054085,0.011052769743371984,0.006387225532263603,0.02307938424221929
69,0.0338150507318856,0.012616254911819098,0.006569039123037719,0.02148491070495756
70,0.04050673426727956,0.01167925815281089,0.00717676709946757,0.024773005348564393
71,0.045201200149996,0.012526678290752088,0.00758068149970701,0.03053958604827511
72,0.0350198695314531,0.01208231703772085,0.006999069938213237,0.022351689533455857
73,0.03902716072173324,0.012888961013208139,0.007194410330249459,0.0322653185789324
74,0.03798842392097887,0.012029644591591207,0.006853711913992304,0.020393488029270518
75,0.037311107461451706,0.012379774755624568,0.007422851877816224,0.027982617122063475
76,0.03472922388997482,0.012211932607085548,0.007071929298289125,0.03603764985400686
77,0.03577608511282358,0.011517524994546325,0.006967709738500899,0.03989000045124091
78,0.03434778339281879,0.010033352281266696,0.006033232632677114,0.05472827797400536
79,0.042185460504775785,0.012431928691880412,0.006761031504141949,0.05453367801643311
80,0.04033065789198085,0.016858044044313066,0.008561177897929685,0.03220660579756892
81,0.034354120320567054,0.012510422854564099,0.006836046518273559,0.031893538906806816
82,0.03330308867057227,0.012369506982899507,0.006760686059861088,0.03226133270650795
83,0.03515843127899764,0.01148169756612669,0.0059954145811611775,0.02075929871166172
84,0.03702880002106467,0.01224444629209503,0.006701003805401107,0.027499415702883574
85,0.034434172285681554,0.013737445868865114,0.008230882273486837,0.04296856715088368
86,0.031351489629681054,0.012591566105929769,0.007022959134154219,0.03383809150942174
87,0.034158521177006476,0.008955037688362892,0.006759545324946048,0.02292347672147487
88,0.047349442425439356,0.01145036497234912,0.006998962208784957,0.027272053846382746
89,0.04031773170702934,0.011569914563210897,0.005677405305242882,0.02428230448289453
90,0.042292251926328024,0.01257956732165298,0.006567093573263599,0.02393129906628556
91,0.04529544538913371,0.010591105560799563,0.005791967023386789,0.02365036549400453
92,0.036697280117196675,0.010792226230023147,0.00719692413465642,0.050608628473808696
93,0.03940059563001553,0.010380411070858402,0.0057474415177537945,0.024507962359200733
94,0.03338342474941717,0.010703374514609848,0.00583540135723328,0.025896305605240283
95,0.03379481634807323,0.011550369431321211,0.006619853397168247,0.026782177637376683
96,0.038379501182271736,0.01023695359958223,0.0053605557547702085,0.025174981072485437
97,0.03345895588627947,0.01029604584294377,0.00544135819442167,0.027242216135990118
98,0.041567116498501526,0.011419503754542041,0.006335002762430349,0.030384986012832054
99,0.03554069658855885,0.00981665645726688,0.0058008595914743515,0.02648552606613657
100,0.02735012424103408,0.009025884554989613,0.004997366706576581,0.02367827859030297
