epoch,neuron1_bias,neuron2_bias,neuron3_bias,neuron4_bias,neuron5_bias,neuron6_bias,neuron7_bias,neuron8_bias,neuron9_bias,neuron10_bias,neuron11_bias,neuron12_bias,neuron13_bias,neuron14_bias,neuron15_bias,neuron16_bias,neuron17_bias,neuron18_bias,neuron19_bias,neuron20_bias,neuron21_bias,neuron22_bias,neuron23_bias,neuron24_bias,neuron25_bias,neuron26_bias,neuron27_bias,neuron28_bias,neuron29_bias,neuron30_bias,neuron31_bias,neuron32_bias,neuron33_bias,neuron34_bias,neuron35_bias,neuron36_bias,neuron37_bias,neuron38_bias,neuron39_bias,neuron40_bias,neuron41_bias,neuron42_bias,neuron43_bias,neuron44_bias,neuron45_bias,neuron46_bias,neuron47_bias,neuron48_bias,neuron49_bias,neuron50_bias,neuron51_bias,neuron52_bias,neuron53_bias,neuron54_bias,neuron55_bias,neuron56_bias,neuron57_bias,neuron58_bias,neuron59_bias,neuron60_bias,neuron61_bias,neuron62_bias,neuron63_bias,neuron64_bias,neuron65_bias,neuron66_bias,neuron67_bias,neuron68_bias,neuron69_bias,neuron70_bias,neuron71_bias,neuron72_bias,neuron73_bias,neuron74_bias,neuron75_bias,neuron76_bias,neuron77_bias,neuron78_bias,neuron79_bias,neuron80_bias,neuron81_bias,neuron82_bias,neuron83_bias,neuron84_bias,neuron85_bias,neuron86_bias,neuron87_bias,neuron88_bias,neuron89_bias,neuron90_bias,neuron91_bias,neuron92_bias,neuron93_bias,neuron94_bias,neuron95_bias,neuron96_bias,neuron97_bias,neuron98_bias,neuron99_bias,neuron100_bias,neuron101_bias,neuron102_bias,neuron103_bias,neuron104_bias,neuron105_bias,neuron106_bias,neuron107_bias,neuron108_bias,neuron109_bias,neuron110_bias,neuron111_bias,neuron112_bias,neuron113_bias,neuron114_bias,neuron115_bias,neuron116_bias,neuron117_bias,neuron118_bias,neuron119_bias,neuron120_bias,neuron121_bias,neuron122_bias,neuron123_bias,neuron124_bias,neuron125_bias,neuron126_bias
61,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.019160,-0.011838,-0.001543,0.010047,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.002083,-0.031244,-0.024288,-0.034588,-0.000143,-0.066450,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.054698,-0.003176,-0.000461,0.040552,-0.000000,-0.031782,-0.045848,-0.055507,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.036138,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.053945,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.099277,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.016811,-0.021219,-0.022577,-0.034842,-0.011663,-0.000002,0.029378,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083548,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.016653,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.006434,-0.007148,-0.051660,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.094586,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
62,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.020278,-0.011838,0.000111,0.010038,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.002095,-0.032717,-0.024288,-0.034588,-0.000143,-0.069023,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.054033,-0.003176,-0.000461,0.038690,-0.000000,-0.031782,-0.046288,-0.056055,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.037539,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.055172,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.099000,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.010879,-0.021219,-0.022577,-0.038300,-0.011663,-0.000002,0.026903,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.082358,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.016709,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.004899,-0.007148,-0.052348,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.095605,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
63,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.021621,-0.011838,0.002274,0.009255,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.000526,-0.032772,-0.024288,-0.034588,-0.000143,-0.069175,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.051612,-0.003176,-0.000461,0.040226,-0.000000,-0.031782,-0.046152,-0.053604,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.038683,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.052849,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.097951,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.009385,-0.021219,-0.022577,-0.038511,-0.011663,-0.000002,0.026889,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.079364,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.018535,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.001999,-0.007148,-0.054042,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.096003,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
64,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.023148,-0.011838,0.002641,0.011079,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.001736,-0.031329,-0.024288,-0.034588,-0.000143,-0.068709,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.054097,-0.003176,-0.000461,0.042765,-0.000000,-0.031782,-0.045259,-0.053555,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.039726,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.056183,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.100317,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.010090,-0.021219,-0.022577,-0.038574,-0.011663,-0.000002,0.025848,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.082499,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.014600,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,0.000443,-0.007148,-0.055110,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.097396,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
65,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.023011,-0.011838,0.003071,0.011748,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.000840,-0.031200,-0.024288,-0.034588,-0.000143,-0.068188,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.056095,-0.003176,-0.000461,0.040419,-0.000000,-0.031782,-0.044997,-0.053903,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.040722,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.055778,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.097987,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.009090,-0.021219,-0.022577,-0.039912,-0.011663,-0.000002,0.026812,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.080957,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.016087,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.001225,-0.007148,-0.056024,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.095099,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
66,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.026106,-0.011838,0.003289,0.009972,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.001895,-0.031881,-0.024288,-0.034588,-0.000143,-0.071221,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.053861,-0.003176,-0.000461,0.040183,-0.000000,-0.031782,-0.046064,-0.054140,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.040343,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.054035,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.097824,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.007413,-0.021219,-0.022577,-0.042087,-0.011663,-0.000002,0.027972,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.081628,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.014062,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.004732,-0.007148,-0.055137,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.096143,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
67,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.025601,-0.011838,0.003118,0.009465,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.001909,-0.031141,-0.024288,-0.034588,-0.000143,-0.070500,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.053526,-0.003176,-0.000461,0.042244,-0.000000,-0.031782,-0.046763,-0.053687,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.041961,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.055598,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.098418,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.007715,-0.021219,-0.022577,-0.041736,-0.011663,-0.000002,0.027519,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083674,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.015695,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.001352,-0.007148,-0.055655,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.093612,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
68,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.024315,-0.011838,0.004765,0.010083,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.000508,-0.029734,-0.024288,-0.034588,-0.000143,-0.072704,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.055994,-0.003176,-0.000461,0.041228,-0.000000,-0.031782,-0.046070,-0.055835,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.041098,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.051557,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.100185,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.009911,-0.021219,-0.022577,-0.043429,-0.011663,-0.000002,0.028286,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083528,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.013588,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.004516,-0.007148,-0.057707,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.094447,-0.026578,-0.005195,-0.000000,-0.000044,-0.043580
69,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.024898,-0.011838,0.006427,0.007258,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.000063,-0.031735,-0.024288,-0.034588,-0.000143,-0.073141,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.055528,-0.003176,-0.000461,0.038875,-0.000000,-0.031782,-0.045004,-0.057144,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.044648,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.056493,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.096250,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.009195,-0.021219,-0.022577,-0.040567,-0.011663,-0.000002,0.024084,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083605,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.014924,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.004748,-0.007148,-0.059746,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.092537,-0.026578,-0.005195,-0.000000,-0.054740,-0.043580
70,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.023182,-0.011838,0.007798,0.013756,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.000631,-0.029671,-0.024288,-0.034588,-0.000143,-0.072470,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.055241,-0.003176,-0.000461,0.040933,-0.000000,-0.031782,-0.046106,-0.053003,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.044179,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.050919,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.095541,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.008487,-0.021219,-0.022577,-0.041484,-0.011663,-0.000002,0.027659,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083402,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.016516,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.005720,-0.007148,-0.059761,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.094515,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
71,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.026083,-0.011838,0.004783,0.016962,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.000184,-0.030623,-0.024288,-0.034588,-0.000143,-0.072486,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.056368,-0.003176,-0.000461,0.039300,-0.000000,-0.031782,-0.046244,-0.055804,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.045252,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.055069,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.096856,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.004954,-0.021219,-0.022577,-0.040692,-0.011663,-0.000002,0.026184,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.085070,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.015561,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.003055,-0.007148,-0.060818,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.092123,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
72,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.026875,-0.011838,0.001535,0.012127,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,-0.001257,-0.032103,-0.024288,-0.034588,-0.000143,-0.072858,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.057395,-0.003176,-0.000461,0.040961,-0.000000,-0.031782,-0.046622,-0.055563,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.044484,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.054619,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.095209,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.003146,-0.021219,-0.022577,-0.040670,-0.011663,-0.000002,0.024641,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.082637,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.014377,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.003509,-0.007148,-0.060227,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.090842,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
73,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.028912,-0.011838,0.001182,0.008604,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.001671,-0.032739,-0.024288,-0.034588,-0.000143,-0.074329,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.053496,-0.003176,-0.000461,0.041417,-0.000000,-0.031782,-0.047095,-0.056038,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.048771,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.054625,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.096499,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.001810,-0.021219,-0.022577,-0.043044,-0.011663,-0.000002,0.026278,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.085326,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.015653,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.004586,-0.007148,-0.060168,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.089920,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
74,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.027913,-0.011838,0.004974,0.013187,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.003665,-0.030823,-0.024288,-0.034588,-0.000143,-0.075907,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.056733,-0.003176,-0.000461,0.037601,-0.000000,-0.031782,-0.047794,-0.056982,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.046852,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.054022,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.099552,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.003774,-0.021219,-0.022577,-0.045984,-0.011663,-0.000002,0.026380,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.085172,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.012141,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.003384,-0.007148,-0.062997,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.091123,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
75,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.026746,-0.011838,0.009106,0.010743,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.005914,-0.029191,-0.024288,-0.034588,-0.000143,-0.077455,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.056085,-0.003176,-0.000461,0.040147,-0.000000,-0.031782,-0.044299,-0.055384,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.047424,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.054438,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.098515,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.005082,-0.021219,-0.022577,-0.045754,-0.011663,-0.000002,0.027238,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083564,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.010697,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.006547,-0.007148,-0.062801,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.091455,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
76,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.028703,-0.011838,0.004034,0.007713,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.009476,-0.032117,-0.024288,-0.034588,-0.000143,-0.077627,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.056901,-0.003176,-0.000461,0.038124,-0.000000,-0.031782,-0.046190,-0.057144,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.047414,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.055008,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.097044,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.001672,-0.021219,-0.022577,-0.045213,-0.011663,-0.000002,0.024965,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.082369,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.010870,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.006261,-0.007148,-0.062211,-0.000142,-0.000001,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.090129,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
77,-0.000610,-0.036301,-0.013995,-0.018574,-0.000000,-0.000001,-0.000000,-0.028972,-0.024530,-0.028719,-0.011838,0.005877,0.009907,-0.049532,-0.000000,-0.000000,-0.037078,-0.001426,-0.023571,-0.008704,-0.000036,-0.000007,-0.014651,-0.036028,-0.004951,-0.000977,-0.000331,-0.000086,-0.006019,0.006985,-0.031790,-0.024288,-0.034588,-0.000143,-0.076155,-0.009942,-0.018720,-0.000001,-0.051093,-0.002170,-0.054132,-0.000000,0.059462,-0.003176,-0.000461,0.037704,-0.000000,-0.031782,-0.048155,-0.057457,-0.000003,-0.017492,-0.000000,-0.064247,-0.000167,-0.011437,-0.048346,-0.054974,-0.048889,-0.016223,-0.009176,-0.000017,-0.025589,-0.016195,-0.000600,-0.055499,-0.002114,-0.000000,-0.002036,-0.024817,-0.028244,0.094576,-0.021296,-0.000000,-0.000274,-0.000778,-0.029805,-0.002027,0.004127,-0.021219,-0.022577,-0.047390,-0.011663,-0.000002,0.022442,-0.000382,-0.022753,-0.044475,-0.033901,-0.000000,-0.022842,0.083582,-0.022523,-0.000345,-0.000000,-0.000035,-0.025682,-0.006326,0.010982,-0.003540,-0.044778,-0.015079,-0.070306,-0.038145,-0.008648,-0.007148,-0.059923,-0.000142,-0.036890,-0.000000,-0.032763,-0.039902,-0.000629,-0.002428,-0.000077,-0.000425,-0.022625,-0.065173,-0.000177,-0.000731,0.089532,-0.026578,-0.005195,-0.000000,-0.054753,-0.043580
