epoch,mean,median,mode,std_dev,min,max,q1_25th,q3_75th,skewness,kurtosis
46,-0.0002741454613095239,0.0,0.0,0.010277336716155062,-0.063735,0.05884,0.0,0.0,-0.4944718358746423,11.585364591109974
47,-0.00026362127976190474,0.0,-0.0,0.009861335587579234,-0.06113,0.062874,-0.0,0.0,-0.3852672062146674,12.678771138767704
48,-0.0002474737103174603,0.0,0.0,0.009791975238554964,-0.066839,0.075862,0.0,0.0,-0.34927714231401247,14.48270102252772
49,-0.00014812574404761902,0.0,0.0,0.010078177074065634,-0.056411,0.062743,0.0,0.0,0.02660571356596386,12.189752483098806
50,-0.00019398226686507945,0.0,0.0,0.010033350059401501,-0.057389,0.063251,0.0,0.0,-0.10884483499760729,12.3050478821085
51,-0.00024145696924603177,0.0,-0.0,0.009898580674178885,-0.06011,0.063989,0.0,0.0,-0.3699320277237128,12.444299333308129
52,-0.0002349532490079364,0.0,0.0,0.009937663910806136,-0.059409,0.059511,-0.0,0.0,-0.38531790576816927,12.18330226545626
53,-0.0002666412450396826,0.0,-0.0,0.009382788643048994,-0.054784,0.05911,0.0,0.0,-0.46652076161732914,12.9780730764582
54,-0.0002623273809523809,0.0,-0.0,0.009818066673488916,-0.0572,0.064517,0.0,0.0,-0.28579151893653326,12.951648737186199
55,-0.00024463740079365073,0.0,-0.0,0.010017995338732448,-0.058355,0.062919,0.0,0.0,-0.12061057808441487,13.246097002186843
56,-0.0002779815228174604,0.0,0.0,0.00980637448337637,-0.062779,0.067252,-0.0,0.0,-0.3762530291738361,14.586220781875877
57,-0.0001801812996031746,0.0,0.0,0.009896400148898114,-0.053866,0.061013,0.0,0.0,0.11587412268578223,12.949359435281782
58,-0.0002846271081349206,0.0,0.0,0.009942046382687529,-0.067807,0.068683,0.0,0.0,-0.30126520144472,14.220979859720963
59,-0.00020967348710317454,0.0,-0.0,0.00954072836553645,-0.060563,0.068037,0.0,0.0,-0.02718561091250059,14.350721329722862
60,-0.0001546713789682539,0.0,0.0,0.009644685431061565,-0.06399,0.074358,0.0,0.0,0.13010966096679705,14.537691863898598
61,-0.0002533204365079365,0.0,-0.0,0.009529829942651762,-0.059973,0.067753,-0.0,0.0,-0.21225083853214746,14.01525003881802
62,-0.00022255195932539685,0.0,0.0,0.009383483179998467,-0.057602,0.064503,0.0,0.0,-0.15813689947163093,14.247018642695938
63,-0.00023323710317460324,0.0,0.0,0.009777097403827524,-0.055511,0.073187,-0.0,0.0,-0.030924956515310947,14.252085009221314
64,-0.00018480704365079364,0.0,0.0,0.009410945945704723,-0.059356,0.068178,-0.0,0.0,0.024777013251678293,13.290407507571945
65,-0.00012829042658730162,0.0,-0.0,0.009871675373852896,-0.057152,0.072238,0.0,0.0,0.3207162875840238,13.532794146315243
66,-0.00020887884424603185,0.0,-0.0,0.00938899050308354,-0.065825,0.069998,-0.0,0.0,-0.09826460741129457,13.187743448200631
67,-0.00012147110615079366,0.0,0.0,0.009192148071266896,-0.061967,0.071611,-0.0,0.0,0.23323561611267435,15.103154936099514
68,-0.00016559796626984126,0.0,0.0,0.009317173628051255,-0.059836,0.060029,-0.0,0.0,0.2400618019617191,13.326939716800446
69,-0.00015510602678571423,0.0,-0.0,0.009246585995917853,-0.062279,0.060971,0.0,0.0,0.13536803399944666,13.889091217749996
70,-0.00020082167658730157,0.0,-0.0,0.009334275111057373,-0.062462,0.065479,-0.0,0.0,-0.03222646871309673,14.687898573234015
71,-0.00017279873511904755,0.0,-0.0,0.00917641663984419,-0.058372,0.071489,-0.0,0.0,0.06373055865005069,15.542031529707689
72,-0.00023428583829365073,0.0,-0.0,0.00947517288151991,-0.059074,0.067065,0.0,0.0,-0.015335766714216732,13.728516637398393
73,-0.00025316034226190474,0.0,0.0,0.00973007083801844,-0.063474,0.069433,-0.0,0.0,-0.17410359885098758,13.73784419395044
74,-0.00024483457341269843,0.0,-0.0,0.009435089433109731,-0.061542,0.068966,-0.0,0.0,-0.2806645843701058,14.808579022342709
75,-0.0001941036706349207,0.0,0.0,0.009303504040825968,-0.060463,0.067219,0.0,0.0,0.06961701725915864,14.864687654792384
76,-0.00021282242063492068,0.0,-0.0,0.009216343228575423,-0.055576,0.075041,0.0,0.0,0.012132331961791958,14.806961640265591
77,-0.00030748152281746035,0.0,-0.0,0.00933341209965732,-0.054726,0.062672,0.0,0.0,-0.4327194688787654,14.380591176925126
78,-0.0002366795634920635,0.0,-0.0,0.009389183159969634,-0.057303,0.06221,-0.0,0.0,-0.007043044223931815,13.90557551493567
79,-0.00013390414186507943,0.0,-0.0,0.009394137584932719,-0.05642,0.065171,0.0,0.0,0.37008775352990037,15.106706307385906
80,-0.00024524900793650796,0.0,0.0,0.00948444398292159,-0.061689,0.069301,-0.0,0.0,-0.028708273011362577,15.443131495926817
81,-0.0002504368799603174,0.0,-0.0,0.009418269596149179,-0.057952,0.067183,0.0,0.0,0.08652377236049229,14.723930224210505
82,-0.0002630240575396825,0.0,-0.0,0.009367056806247885,-0.056774,0.063564,-0.0,0.0,-0.14407253668529635,15.232314375705556
83,-0.0001748779761904761,0.0,0.0,0.00929889224047901,-0.05553,0.066128,0.0,0.0,0.2490181908872562,16.271466682277666
84,-0.00016307812500000003,0.0,-0.0,0.009443553604438763,-0.053451,0.072807,-0.0,0.0,0.43192797954834533,15.79174304251395
85,-0.00020603335813492062,0.0,-0.0,0.009372403902453074,-0.058128,0.069086,0.0,0.0,0.07040732804569828,15.732760069453093
86,-0.0001715019841269841,0.0,0.0,0.009268180173096455,-0.052809,0.071386,-0.0,0.0,0.32318081177874836,15.576321242922052
87,-0.0002622734375,0.0,0.0,0.009571636428643313,-0.066594,0.065569,0.0,0.0,-0.22901881613748395,16.892781345634557
88,-0.00012154551091269841,0.0,0.0,0.00913122945764408,-0.062518,0.070106,0.0,0.0,0.3896598313900097,17.535363323494824
89,-0.0001364014136904762,0.0,-0.0,0.00945959255128425,-0.057789,0.066656,0.0,0.0,0.31702190471547825,17.733916288997467
90,-0.0001949601934523809,0.0,-0.0,0.00954918353387964,-0.060157,0.074475,0.0,0.0,0.14583741384710944,16.918143366814746
91,-0.0001312967509920635,0.0,0.0,0.00901804473091089,-0.051637,0.064309,0.0,0.0,0.28096241796267196,16.722499353108194
92,-0.00013594270833333335,0.0,0.0,0.009289122133100744,-0.057259,0.062016,-0.0,0.0,0.21360437849017866,16.516756600053426
93,-0.00017116307043650797,0.0,0.0,0.009325042179761742,-0.056335,0.066559,0.0,0.0,0.00960132085918706,17.498975388127935
94,-0.00016919407242063484,0.0,0.0,0.009290220885017762,-0.058888,0.06243,-0.0,0.0,-0.07733805540221966,18.413291717883002
95,-0.00013080257936507933,0.0,0.0,0.009012771084411458,-0.062139,0.069178,0.0,0.0,0.1379033965209436,18.767838642027616
96,-0.00013155766369047622,0.0,-0.0,0.009154654173011064,-0.061072,0.067418,-0.0,0.0,0.2975303972968263,18.334486646408415
97,-4.7142237103174636e-05,0.0,-0.0,0.009121575780191248,-0.054233,0.073197,0.0,0.0,0.7642659990043491,18.495328648681614
98,-8.286855158730162e-05,0.0,0.0,0.009081244928612786,-0.054789,0.068931,-0.0,0.0,0.4058363522664269,19.138744637834026
99,-0.0001154459325396825,0.0,-0.0,0.009553942026220395,-0.056829,0.074242,0.0,0.0,0.37364438599089184,17.886682207869505
