,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14,input_15,input_16,input_17,input_18,input_19,input_20,input_21,input_22,input_23,input_24,input_25,input_26,input_27,input_28,input_29,input_30,input_31,input_32,input_33,input_34,input_35,input_36,input_37,input_38,input_39,input_40,input_41,input_42,input_43,input_44,input_45,input_46,input_47,input_48,input_49,input_50,input_51,input_52,input_53,input_54,input_55,input_56,input_57,input_58,input_59,input_60,input_61,input_62,input_63,input_64,input_65,input_66,input_67,input_68,input_69,input_70,input_71,input_72,input_73,input_74,input_75,input_76,input_77,input_78,input_79,input_80,input_81,input_82,input_83,input_84,input_85,input_86,input_87,input_88,input_89,input_90,input_91,input_92,input_93,input_94,input_95,input_96,input_97,input_98,input_99,input_100,input_101,input_102,input_103,input_104,input_105,input_106,input_107,input_108,input_109,input_110,input_111,input_112,input_113,input_114,input_115,input_116,input_117,input_118,input_119,input_120,input_121,input_122,input_123,input_124,input_125,input_126
neuron_11,-3.25312e-34,4.76924e-35,4.9162576e-34,3.5795268e-34,5.870162e-34,3.8828645e-34,-1.5888646e-34,4.606181e-34,-1.963048e-35,0.03655103,-2.791676e-34,0.026547045,0.028143113,-1.5423368e-34,8.2473017e-35,5.680991e-34,-5.0982097e-35,-9.917177e-35,2.6573666e-34,-2.450525e-34,5.1727225e-34,4.8904046e-34,3.7368789e-34,-2.0970149e-34,-4.6159285e-34,4.8662734e-34,3.1415064e-35,1.525211e-34,-1.6618022e-34,0.025755918,0.041709203,-2.8739877e-34,-2.6623772e-34,2.6301227e-34,-0.03708946,2.553519e-34,-1.5092402e-34,-5.1445767e-34,1.9951702e-34,4.8777634e-34,-2.5485507e-34,-2.6477749e-34,-0.032769587,2.3522294e-34,1.954803e-34,-0.039246134,-1.2799223e-34,1.9881067e-34,-0.032537177,-0.03133921,2.2477748e-34,2.242774e-34,9.282289e-35,1.6414314e-34,5.516191e-34,-4.1524774e-34,-2.1823232e-34,2.8858912e-34,4.8342476e-34,1.4240356e-35,-5.7435334e-34,5.043586e-34,4.513796e-34,-3.910261e-34,-5.7194256e-34,-0.032636195,-3.381345e-34,-4.612406e-34,4.6085032e-35,-5.3942444e-34,-1.2060991e-34,-0.018453855,5.499792e-34,-4.3198164e-34,-1.0112926e-34,-2.2014307e-34,5.6074827e-34,3.3210712e-34,0.02520883,4.3870133e-34,7.062912e-35,-6.6518866e-13,-4.038185e-34,2.3191128e-34,-0.038157243,2.2368298e-34,-3.3690414e-34,-5.670107e-34,3.1134235e-34,-5.9667783e-35,-4.562725e-34,-0.042101845,2.7206615e-34,-2.3554579e-34,1.5460502e-34,-4.372295e-34,4.8565044e-34,1.293055e-34,0.02935978,2.8909651e-34,-3.2276175e-34,-5.0125797e-34,-7.036858e-35,1.1873417e-34,2.7409936e-34,-4.5378366e-34,-0.037749548,-1.8365924e-34,-4.044386e-35,-3.989291e-34,2.2697669e-34,3.883815e-34,2.3217857e-34,-1.5574265e-34,-5.632341e-34,4.5707146e-34,-4.7896109e-35,-1.0423554e-34,-4.07696e-34,2.0366374e-34,-0.036246225,-2.502058e-34,3.6933335e-34,4.618166e-34,1.570015e-35,4.0331872e-34
neuron_12,3.6195944e-34,-1.6557034e-34,1.6855255e-34,2.63224e-34,5.4226973e-34,1.984869e-34,5.166878e-34,-1.9532958e-34,4.841535e-34,3.6771217e-34,-1.4069391e-34,-5.1959734e-34,5.763055e-34,-3.174877e-35,-7.6861397e-35,2.437013e-35,6.2098244e-36,-4.3590536e-34,-3.8607615e-34,3.2627258e-34,2.0151481e-34,2.0278912e-34,-1.3856571e-34,2.2212697e-34,2.0518807e-34,4.7112878e-35,-2.6694168e-34,4.909783e-35,-2.491869e-35,-2.198854e-35,9.3935866e-35,2.093886e-35,4.039951e-34,-5.132811e-34,-2.974375e-34,1.4797343e-34,6.744112e-36,-4.146286e-34,2.3160037e-35,-2.1791445e-34,2.4461654e-34,6.0933035e-35,8.0111605e-35,2.1445919e-34,-4.1716054e-34,-3.207104e-34,1.606355e-34,-3.7326852e-34,2.3294087e-34,3.6775051e-34,-7.3356805e-35,-4.088644e-34,5.0323464e-35,-1.8443512e-34,-1.219996e-34,-4.323739e-34,3.9070943e-34,-1.5895914e-34,5.7347805e-34,9.064358e-35,4.276598e-34,5.4414093e-34,-3.718781e-34,-6.774994e-35,-3.6639296e-34,2.4550181e-34,5.067062e-34,-4.9092717e-34,4.4652737e-34,1.3041187e-34,-1.3452936e-34,4.0494833e-35,-3.2060757e-34,-5.421136e-34,2.981379e-34,-1.5891122e-34,4.847096e-35,-1.2320989e-34,-4.9881974e-34,5.6438726e-34,3.8867652e-35,-1.2652681e-34,4.742808e-34,-1.5269729e-34,-3.0007143e-34,3.4653463e-34,3.4447382e-34,-5.8068645e-34,-1.3452488e-34,-8.2066817e-35,-4.2111617e-34,4.3640044e-34,-3.7790768e-34,-5.1984846e-34,-3.0533073e-34,-2.1316258e-34,-1.319533e-34,2.683131e-34,-2.3940848e-35,-4.341944e-34,2.3353392e-34,1.5176938e-34,2.7645083e-34,1.6228678e-34,1.3864816e-34,5.467946e-34,3.0964232e-34,2.5161255e-34,-5.820899e-34,2.9787507e-34,6.354153e-35,2.0958146e-35,1.1223893e-34,-5.044038e-34,-1.6969547e-34,3.9493322e-34,-5.883654e-34,3.432285e-34,1.6929977e-35,-1.789712e-34,6.289965e-35,-1.7634482e-35,4.2463466e-34,1.2073392e-34,-4.259621e-34,-2.0542627e-34
neuron_13,4.643535e-34,-3.8111823e-34,2.7303956e-35,-3.2425564e-34,5.4692487e-34,-3.9498456e-34,-3.3453063e-34,5.2196e-34,4.1980356e-34,3.6367226e-34,-4.191794e-34,7.3910424e-35,3.6522054e-34,-8.455099e-35,-3.9525465e-34,2.8279754e-34,5.040236e-34,4.5910612e-34,-1.987727e-34,9.3818115e-35,-2.589734e-34,4.786158e-34,8.4794526e-35,-2.2058813e-34,1.754848e-34,2.9589052e-34,3.1845244e-35,-1.5563435e-34,-4.091028e-35,-4.7473483e-34,1.8511845e-34,3.2623802e-35,4.762714e-08,-2.519182e-34,-1.4565788e-34,3.9352057e-34,-2.8847251e-34,-1.9297115e-34,1.0243478e-34,1.0007913e-34,-4.882805e-34,-3.7402407e-34,-2.2251392e-34,-5.9873805e-35,3.9998505e-34,-4.0120414e-35,-5.576354e-34,-3.940304e-34,4.9650843e-34,-4.6118666e-34,-4.672422e-34,-1.6037661e-06,3.979327e-34,2.311164e-34,2.8525267e-34,3.6859184e-34,-1.4060299e-34,-1.8734846e-34,-5.5669456e-34,7.021524e-36,9.841479e-35,-3.27214e-34,-4.313324e-34,3.0699697e-34,4.862291e-34,-4.3229516e-34,4.9368765e-34,-1.8332064e-34,4.319059e-34,5.565105e-35,4.1240676e-34,-5.506345e-34,4.243464e-34,3.4275712e-34,-5.5088083e-34,-7.2843916e-36,-4.173547e-34,-5.771214e-34,-2.3318341e-35,4.5570334e-34,-5.317365e-34,1.2069221e-34,7.231118e-35,-1.7271199e-34,4.470308e-34,5.0658315e-34,3.362171e-34,-5.053643e-34,1.119809e-34,-2.2167413e-34,-4.0152173e-34,-4.2371093e-34,2.2227831e-34,1.93594e-34,-3.0269503e-34,3.5817763e-34,-3.4245328e-34,-2.8942521e-34,-7.684025e-36,3.1332823e-34,-5.0812272e-34,2.557905e-34,2.6596441e-34,-3.4493754e-34,-1.9633453e-35,-3.5424305e-34,3.68451e-35,-4.1179565e-34,4.7135037e-34,-2.034582e-34,1.8042672e-34,1.8952183e-34,-2.2497362e-34,4.5831845e-34,1.0664291e-34,-1.3787114e-35,-1.4739361e-34,-2.5149605e-34,-3.6493656e-34,7.234206e-35,-3.502564e-34,-4.9997e-34,-2.4709626e-34,-4.5281604e-35,-4.1541626e-34,-1.877506e-34
neuron_14,2.6445859e-34,7.5135567e-35,8.058335e-35,-3.619481e-34,-2.0678672e-34,1.5175311e-34,-1.610824e-34,3.7376712e-34,1.3797556e-34,2.0490848e-34,3.4167063e-34,-5.946766e-35,4.709727e-34,2.164621e-34,3.9623545e-34,2.881407e-34,-3.8613846e-34,5.0624845e-34,3.378264e-35,-2.3602581e-34,-2.792659e-34,2.1736938e-34,-5.467656e-38,3.957535e-34,7.754083e-35,-3.3571744e-34,3.0042573e-34,-4.646899e-34,-3.9691063e-34,1.858095e-34,1.6058768e-34,2.6205048e-34,-2.0115337e-34,-4.3991494e-34,5.4791266e-34,-9.400885e-35,-2.9619785e-34,2.9847321e-34,-1.4198491e-34,9.64715e-35,3.6897356e-34,-7.25168e-35,-2.2769982e-34,-3.2612113e-35,4.2959534e-34,-3.3995797e-34,-5.635485e-35,-2.3830184e-34,-3.6786336e-34,-4.9888026e-36,2.9272525e-34,-2.556852e-34,-7.457747e-35,-5.6491113e-36,-3.7760478e-34,-3.422347e-34,1.927739e-34,3.0006436e-34,1.3530142e-34,-1.2747552e-34,-3.551465e-34,-5.423894e-35,-9.85138e-35,1.2371533e-35,2.5075949e-34,-4.375413e-34,-5.754113e-34,-1.3484337e-34,-5.7034674e-34,-3.343745e-34,3.1492075e-34,1.6586335e-34,-1.8652157e-35,4.903459e-34,-4.783315e-34,3.994281e-34,-4.198624e-34,1.7739902e-34,-4.5842324e-34,1.9144425e-34,-2.9255012e-35,-4.8941857e-35,1.262233e-34,4.788537e-34,-2.1279226e-34,-5.025112e-34,-2.7808383e-34,4.6964007e-34,-4.4477033e-34,-5.294216e-34,-3.4044167e-34,2.4925798e-34,-4.3232643e-34,6.0970435e-35,5.5610016e-34,3.9784657e-34,1.4565212e-34,-1.7801754e-34,-2.6462306e-34,-2.7207763e-34,5.3003343e-34,2.3622962e-34,-4.9526084e-34,2.6210142e-34,2.3559088e-34,-3.1040147e-34,7.3899105e-36,4.9376636e-34,1.5244412e-34,-4.013733e-34,5.6232233e-34,-3.2430615e-34,-5.611157e-34,-2.861932e-34,-4.110524e-34,-5.3452805e-34,3.170188e-34,-2.0377167e-34,4.0855123e-34,5.9108563e-34,1.2438663e-34,-5.4957254e-34,5.11284e-35,-5.5284326e-35,-1.2826916e-35,-4.1127053e-34
neuron_15,-3.5015144e-34,3.7300463e-34,3.4537151e-34,1.9176227e-36,-4.8946464e-34,-2.7806108e-34,1.3319646e-34,-1.1341824e-34,-1.9360415e-34,0.03247001,1.8132297e-34,0.032791674,0.032630265,-5.6103113e-34,-4.0478378e-34,4.8542737e-34,2.9727559e-34,-8.63759e-35,-1.2773452e-34,3.4854926e-35,-3.9940773e-34,3.7646566e-34,-1.3255875e-34,6.047382e-35,-4.5926757e-34,-5.560835e-34,-2.2880777e-34,-4.5846424e-34,5.7380425e-35,0.023772318,0.041368373,-4.1125744e-34,-1.10591956e-13,5.723164e-35,-0.040988646,3.2603904e-34,-3.5936118e-34,-4.7774685e-34,-3.8573333e-34,-1.8617224e-34,1.2152738e-34,5.35662e-34,-0.036678493,-2.7106555e-34,3.430752e-34,-0.046619527,-3.4783045e-34,-1.7002335e-34,-0.037915017,-0.033713553,-2.4522428e-34,-3.911645e-34,4.0690058e-35,-7.896254e-35,-4.7270434e-34,1.6038043e-34,-1.5364811e-34,-2.4576543e-34,-3.985027e-34,5.468429e-34,-4.1419577e-35,-1.0833782e-34,-3.932319e-34,5.5756714e-34,-7.6584415e-35,-0.038399506,-1.1237709e-34,-5.278733e-34,9.4935426e-35,4.535067e-34,1.9702227e-35,-0.026195146,-3.3372073e-34,2.8004794e-34,-6.919387e-35,-5.1902107e-34,-3.1777111e-34,-7.6013027e-35,0.024830563,2.6964155e-34,1.6886436e-34,-1.5328824e-12,-4.633473e-34,4.4755813e-34,-0.04351017,4.1425973e-34,-4.602384e-34,-3.3758728e-35,2.3441754e-34,1.2665906e-35,-1.4606565e-34,-0.049742866,4.79131e-34,-1.4678761e-34,-4.7998827e-35,-1.1065322e-35,-4.6142378e-34,-3.4865128e-34,0.036964558,-2.0399446e-34,2.5205978e-34,3.5380458e-34,-4.157841e-34,-1.7094543e-34,-2.1300688e-34,-5.273057e-34,-0.041148208,3.2607405e-34,-1.8338917e-34,1.1147934e-35,-5.6601816e-34,8.995691e-35,2.5114432e-34,-4.2307144e-34,-1.3877964e-34,2.5902215e-34,2.4354367e-34,2.9857694e-35,-3.7550614e-34,-4.6982875e-34,-0.04585412,2.1294964e-34,-1.3850877e-34,5.266127e-34,-1.04088e-34,1.046572e-34
neuron_16,-2.072361e-34,-1.7581254e-34,-5.6869526e-34,1.7301438e-34,4.507084e-34,-2.8280213e-35,5.3975523e-34,-5.125954e-35,-1.5254681e-34,2.3353358e-34,-2.8610205e-34,6.432568e-35,2.3887914e-34,-2.5057694e-34,-3.8442196e-34,-1.3802519e-34,-1.9930665e-34,1.7311207e-34,5.572569e-34,4.291115e-34,-3.7740791e-34,-3.5558585e-34,-1.0787176e-34,-1.7863368e-34,5.349595e-34,5.790172e-34,5.135037e-34,4.486835e-35,3.8905385e-35,-3.2611864e-35,-2.7333646e-34,2.2217477e-34,2.196525e-34,-4.2148016e-36,5.2245544e-34,-3.4185504e-34,-1.73108e-34,5.3343883e-34,1.073828e-34,-2.384168e-34,-2.9785865e-34,-3.19963e-34,1.4709604e-34,-5.084136e-34,1.6931022e-34,2.0225074e-34,-4.259056e-34,-5.148556e-34,2.494554e-34,-2.1155427e-34,3.5391648e-34,1.8241388e-34,-3.5765864e-34,-2.0601067e-35,-3.0406861e-34,-4.065384e-34,2.7624974e-34,3.8531906e-34,2.1631867e-34,-5.652035e-35,-5.53862e-34,9.5892054e-35,-2.6120086e-34,3.2442446e-34,1.3663407e-34,5.7860367e-34,5.3986924e-34,-4.0504215e-34,1.9859144e-34,-1.7274446e-34,-1.8010011e-34,5.453522e-34,-2.6714151e-34,-4.4245617e-34,-4.722156e-35,1.14142e-34,3.433779e-34,2.4573257e-34,5.0433814e-34,3.216841e-34,-4.82319e-34,-1.3462581e-34,-2.7239855e-34,5.583016e-34,2.8960778e-34,-3.912111e-34,3.2044582e-34,-5.9306105e-34,-2.9281991e-34,-7.26124e-35,-1.1912886e-34,-2.878348e-34,-1.3995594e-34,4.401215e-34,1.3010381e-34,2.5592505e-34,-4.5726804e-34,-4.416143e-34,6.153938e-35,-4.0332807e-35,9.300508e-35,-3.470528e-34,5.8143413e-34,4.9090205e-34,2.8384965e-34,3.2086588e-34,1.0983522e-34,1.600203e-34,4.2108357e-34,3.122674e-34,-1.9320219e-34,5.366171e-34,5.47278e-35,-1.002579e-34,-4.3587643e-34,3.4001734e-34,-8.2682115e-35,-1.2343343e-34,3.2642755e-34,2.5351556e-34,4.1093914e-34,3.1526846e-34,7.209905e-35,-2.0493282e-34,-5.356705e-34,-3.2485484e-34
neuron_17,5.1587525e-34,4.7990236e-34,-1.324953e-34,-1.6182267e-34,2.5105625e-34,-5.070604e-34,-4.8574774e-34,-9.197153e-35,1.7515128e-34,0.032923043,-5.4499876e-34,0.026609635,0.03243013,4.6368036e-34,3.2190134e-34,3.4474598e-35,-1.6966017e-34,-1.9195326e-34,4.8098887e-34,-1.2981083e-34,-1.1793055e-35,5.7121522e-34,-2.948365e-34,-3.1334464e-34,-1.3842276e-34,-3.5037499e-34,-5.60098e-34,2.210433e-34,-2.7804845e-34,0.025433702,0.037777748,5.7781195e-34,1.313468e-34,1.997186e-34,-0.03791773,-7.876668e-35,2.8286074e-34,-1.1983403e-34,3.277067e-35,-4.621582e-34,-2.6269792e-34,-1.8084441e-34,-0.03286322,3.6438e-34,4.503396e-34,-0.0392441,3.5423472e-34,5.524003e-34,-0.036902394,-0.02674259,2.203956e-34,-2.407761e-34,4.415785e-34,1.963227e-34,-4.6781335e-35,-4.4716526e-34,4.582436e-34,5.663234e-34,-5.3157452e-34,-1.8683109e-34,-3.2533445e-34,1.211003e-34,4.364532e-34,-2.5479155e-34,1.1791363e-34,-0.03153379,-4.5113003e-34,-5.199485e-35,-1.342461e-34,-4.81472e-34,-3.2058655e-35,-0.02628151,-3.473207e-34,6.093858e-35,3.8246116e-34,-1.6461443e-34,-9.1329345e-35,3.1865122e-34,0.028307844,4.496853e-34,4.910436e-34,-2.2118696e-13,-1.2963321e-34,1.4800663e-34,-0.034847822,-4.5779347e-34,5.4657925e-34,-5.0124475e-34,-1.6605052e-34,1.3112752e-34,-2.3551172e-34,-0.043910835,5.052979e-34,-1.4448668e-35,6.134455e-35,-2.8060839e-34,4.6751624e-34,-4.499683e-34,0.034154624,-3.8871477e-34,1.1044196e-34,3.4725584e-34,-2.2987233e-34,5.18305e-34,-2.3041942e-34,-1.3977546e-35,-0.036517784,-2.2645017e-34,2.2382595e-34,2.6263258e-34,2.5768696e-34,3.922682e-34,4.1673424e-34,5.532004e-34,-3.2446406e-34,2.1054107e-34,-4.2170065e-34,-1.9964495e-34,2.844596e-34,-2.0921538e-35,-0.03867603,3.790371e-34,-3.3850038e-34,-3.070008e-34,2.8703552e-35,2.6639677e-34
neuron_18,-3.718982e-34,-5.881214e-35,-5.256081e-34,7.887405e-35,-2.7281957e-34,-2.1243474e-34,3.401006e-34,-4.9554287e-34,-1.295887e-34,3.8471588e-34,2.0361178e-34,2.4400117e-34,-4.3153233e-34,-1.3127333e-34,-1.757123e-34,-9.402767e-35,-4.717504e-34,-1.2732745e-34,3.806297e-34,-5.551507e-35,-1.053383e-35,3.109594e-35,2.9562971e-34,1.3518076e-35,3.2243562e-34,-1.8632208e-34,1.0637573e-34,-2.2684515e-35,2.1783508e-34,-3.5131956e-34,3.355925e-34,4.973796e-34,-4.585089e-34,2.854351e-34,-3.3204627e-34,-2.011662e-34,-2.9567956e-34,5.3419436e-34,5.2489538e-34,-3.007383e-37,-4.166988e-34,3.895625e-34,-1.2345938e-34,-4.6424377e-34,-4.124599e-34,-2.1970903e-34,-2.298328e-34,-2.0257332e-36,4.8082008e-34,-5.663631e-34,5.3395306e-34,-2.1224512e-34,-6.5380215e-35,-7.0856136e-35,9.2785374e-35,4.9873085e-34,-3.4714988e-34,-3.5989748e-34,-6.941816e-35,1.9377492e-34,-4.68763e-34,-5.6470455e-34,2.6799356e-34,2.0896567e-35,3.142741e-34,2.3005166e-34,5.0994984e-34,4.1259645e-35,2.3224713e-34,-3.9547974e-34,-1.2328989e-34,-2.9583774e-34,-5.0885534e-34,3.6373744e-37,5.0127754e-34,-1.9622261e-35,-3.3306393e-35,4.41644e-34,-1.4135338e-34,3.786033e-35,-2.911581e-34,3.6109292e-34,-3.8792067e-34,-3.0349726e-34,-8.646415e-35,-5.154473e-34,-5.6843245e-36,-2.8482008e-34,-3.6840507e-34,-1.5005482e-34,5.555238e-35,2.0833608e-34,3.4651239e-34,-3.351857e-34,-1.305913e-34,-5.6884353e-34,3.9485195e-34,-8.2737204e-35,-2.3075762e-34,1.6891562e-34,2.1845332e-34,-2.4515844e-34,-4.2583725e-34,-4.723769e-34,1.8069392e-34,2.6549564e-34,-1.8467103e-34,7.5948915e-13,-1.6597803e-34,5.323589e-34,-3.4041485e-34,-2.1435762e-34,1.3225735e-35,2.7984555e-34,-1.4943839e-34,2.0332574e-34,-1.4617377e-34,5.2737236e-34,1.3985349e-34,-1.3690272e-34,-1.2308208e-34,-2.0518621e-35,5.3773806e-34,4.6751197e-34,1.8026215e-34,4.788141e-34
neuron_19,-3.7185219e-34,4.2042855e-34,1.5188085e-34,-2.9046368e-35,7.038252e-35,-2.585721e-34,-1.531277e-34,5.5888897e-34,8.873522e-35,-6.880273e-35,-3.9003954e-34,2.0569039e-35,4.0963485e-34,-2.4668089e-34,-4.8760066e-34,-4.884832e-35,-4.7245285e-34,-1.6160346e-34,-1.786193e-34,-1.7026588e-34,-4.041225e-34,8.0829626e-35,-3.1179356e-34,4.7042843e-34,-6.2421574e-35,5.6254366e-34,-5.1639393e-34,2.5078187e-34,-4.9550907e-34,-2.6356902e-34,-1.9009413e-34,-5.2275744e-34,2.5276802e-34,4.2799827e-34,1.9133254e-34,1.9115965e-34,5.6503575e-34,-1.0672265e-34,-7.271709e-35,-2.7195337e-34,-1.632791e-34,-1.3313188e-34,-4.460825e-34,3.031565e-34,3.369472e-34,2.320751e-34,4.3102726e-35,9.277674e-35,-4.6450256e-35,4.6382493e-35,-1.452746e-34,-4.43261e-34,1.7878638e-35,-5.8646745e-34,4.290168e-34,5.8317273e-35,4.538144e-34,-1.7954059e-34,4.3370084e-34,2.4097995e-34,3.899283e-35,1.5102714e-34,4.9582884e-34,3.7664524e-34,-2.8559333e-34,4.125302e-34,1.2743429e-34,-1.0809995e-34,3.0015371e-34,1.9619407e-34,-3.71831e-34,2.0881975e-34,3.968409e-34,-3.165211e-34,-4.088192e-34,-2.6971167e-36,1.7519109e-34,8.293587e-35,3.4872946e-34,-1.5691027e-34,-5.9194442e-34,-9.513388e-36,3.4190874e-34,-2.4956836e-35,3.3732215e-34,-3.3178606e-34,-4.5465458e-35,3.1853766e-34,1.1684634e-34,-4.0460956e-34,-3.9260042e-35,-6.715491e-35,-1.3215082e-34,-1.6944816e-34,3.2092093e-34,4.947092e-35,2.2740237e-34,7.3703347e-35,-2.1206538e-34,3.104451e-34,3.2824745e-34,5.918141e-34,2.7628738e-10,3.1020722e-34,-1.8235259e-34,-4.1839237e-34,4.6840706e-35,-1.6719607e-34,5.4664028e-34,-5.6250747e-34,-3.4794077e-34,2.1595948e-34,-3.4850423e-34,-4.352339e-34,-3.8003044e-35,-2.2752543e-34,-2.2586417e-34,-7.4357165e-10,-9.337408e-35,-4.108146e-36,1.6847826e-34,2.9585698e-34,2.9868783e-34,5.2610705e-34,5.2323233e-34,-6.775594e-05
neuron_20,2.7663028e-34,-2.0183311e-34,7.54852e-35,-2.575947e-34,-1.5291395e-34,-1.558406e-34,1.679595e-34,2.3403094e-34,-3.605087e-34,-0.012916072,-3.004195e-34,-0.018840238,-0.01485879,4.52749e-35,-2.1042804e-34,-4.6354437e-35,2.2120673e-34,1.9958232e-34,-5.312541e-34,-3.1111656e-35,2.4834375e-34,-1.1149613e-34,-1.1054365e-34,4.5421864e-34,1.5213619e-34,2.1868406e-34,-2.36153e-34,1.6590406e-34,4.3879257e-34,-0.014089406,-0.023816427,-8.2414116e-35,-2.936385e-34,-1.8690785e-34,0.030247796,-1.9145513e-34,-1.0391e-34,1.2302378e-34,4.24426e-35,8.600758e-35,2.3053354e-34,3.1479987e-34,0.032669257,-4.185366e-35,-2.733332e-34,0.04925795,-2.6065187e-35,-3.668559e-34,0.02927908,0.044338264,-1.6844731e-34,2.8604668e-34,3.731483e-34,-4.36394e-34,2.5086643e-34,-4.068671e-34,1.1573913e-36,5.622603e-35,3.7329641e-34,2.0263585e-34,4.392704e-34,-3.1801884e-34,2.420859e-34,3.918914e-34,1.2639032e-34,0.045177177,-2.2036419e-34,4.2354425e-34,2.1979373e-34,3.4868968e-35,-4.1203887e-34,0.013229693,4.9006387e-34,3.0019993e-34,-1.6462479e-34,-7.7320414e-35,1.6865929e-34,3.7840013e-34,-0.007827046,-3.051363e-34,4.1277245e-34,4.654875e-13,-3.061498e-34,2.2112119e-34,0.05045046,-1.9480742e-34,2.8924772e-34,-5.2251385e-34,-3.6521985e-34,2.9784088e-34,-3.606575e-34,0.05009831,2.2682578e-34,-6.692343e-35,4.6447823e-34,1.3458416e-34,4.9038043e-34,-1.9155698e-34,-0.020689005,1.5738856e-34,-2.7508682e-34,9.763192e-35,9.803953e-35,1.257039e-34,2.7791283e-34,2.2699746e-34,0.028526273,-5.576355e-34,2.36651e-34,-4.1745717e-34,-2.8824453e-35,2.178759e-34,-3.2512805e-34,-1.5590269e-34,2.1934495e-35,-4.4725195e-34,-5.062422e-34,-3.326819e-34,-5.276669e-35,-2.8920945e-34,0.038809676,-3.2078768e-34,-4.2089154e-34,3.7859606e-34,1.80454e-35,-5.7978247e-34
neuron_21,1.6232039e-35,5.307793e-34,1.7286339e-34,-4.505967e-34,4.6664485e-35,5.2561697e-34,-2.9641254e-34,4.1361376e-34,2.8142662e-34,0.045847148,-5.1723404e-34,0.044975817,0.03822047,-2.639973e-34,2.6279526e-34,-5.303969e-34,2.2505983e-34,2.2270565e-34,-2.2411388e-34,-5.305594e-35,-3.961021e-34,2.6541347e-34,3.50893e-34,2.062239e-34,-1.0755327e-34,2.174126e-34,4.363378e-34,4.3770405e-35,-3.7408928e-34,0.032810606,0.049519464,-9.5452724e-35,-4.7947386e-34,-3.4112736e-34,-0.042068023,-3.068986e-34,-4.966543e-35,3.1475824e-34,2.1332311e-34,1.4781773e-34,-2.249268e-34,-3.7416943e-34,-0.036895953,7.7200764e-35,1.7328164e-35,-0.049557004,-1.7857933e-34,3.7224884e-35,-0.041156203,-0.033239424,3.4279812e-34,1.2799344e-34,-1.2103207e-35,8.293434e-36,-3.070794e-34,2.804305e-34,2.7186333e-34,1.5345548e-34,-1.6774207e-34,2.5908929e-34,4.441889e-34,1.8057334e-34,-1.1050961e-34,4.354434e-34,1.6950773e-34,-0.036774535,-1.5153893e-34,-1.9914504e-34,-3.4997695e-34,2.83557e-34,2.4480967e-34,-0.029593522,2.880628e-34,-5.7304477e-34,-3.816124e-34,-3.7064476e-34,6.6063196e-35,-5.4859972e-34,0.03450046,4.84629e-34,1.4915735e-34,-1.169309e-14,6.36498e-35,5.4195673e-35,-0.04637742,-2.6576258e-34,-3.881698e-34,-3.531207e-34,-5.529294e-34,-5.3359826e-34,-5.3696394e-34,-0.05314201,9.1015985e-35,1.3291083e-34,3.191737e-34,-4.3698572e-36,2.8433851e-34,1.9940324e-34,0.03732304,4.593626e-34,4.5400517e-34,-1.089956e-34,-4.9298966e-34,2.4111423e-34,-8.2275874e-35,5.654907e-35,-0.049101252,-2.5799162e-34,-1.000894e-34,-1.0201264e-34,7.100732e-35,-2.8968658e-35,-1.219063e-34,7.386834e-36,-4.2971877e-34,-8.55162e-35,5.2532705e-34,-4.366928e-34,1.6509362e-35,-1.5906631e-35,-0.047531016,-5.117946e-35,1.6637505e-34,4.092548e-34,2.7040723e-34,4.465424e-34
