,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14,input_15,input_16,input_17,input_18,input_19,input_20,input_21,input_22,input_23,input_24,input_25,input_26,input_27,input_28,input_29,input_30,input_31,input_32
neuron_1,21.467833,21.690779,-15.1741295,0.2620476,0.2795449,20.97113,-14.707954,0.105398625,21.281643,-0.22415893,20.9959,21.187128,-14.91676,21.6505,-15.381502,-14.655172,0.08307694,-15.212791,-15.368202,21.347029,21.196583,0.3656515,-14.568226,-15.189026,21.15424,-14.368092,-15.244431,-15.425474,-0.32322234,-14.214765,-15.066852,-15.294926
