epoch,mean,median,mode,std_dev,min,max,q1_25th,q3_75th,skewness,kurtosis
0,0.00416492236328125,0.0,0.0,0.03120636131014108,-0.063792,0.118385,-0.0125665,0.01725625,0.5893508891371665,0.1295615247910482
1,-0.00038855664062500007,0.0,0.0,0.028721317113208703,-0.058362,0.076969,-0.02451125,0.0180885,0.16785376954648087,-0.4956829597863055
2,-0.0013319057617187501,0.0,0.0,0.027986593107749234,-0.059151,0.066476,-0.0257385,0.017128749999999998,0.11121261350586434,-0.49194690335410307
3,-0.00130725439453125,0.0,0.0,0.027335639917593413,-0.054906,0.066409,-0.0270115,0.018973499999999997,0.08553000471680511,-0.5783749026489771
4,-0.00116718896484375,0.0,0.0,0.02616803667590705,-0.051454,0.061434,-0.02750925,0.01733675,0.12212033769064581,-0.6306262799687659
5,-0.0009764716796875001,0.0,0.0,0.02561984987831279,-0.05066,0.059346,-0.02689725,0.01741675,0.13219034296474522,-0.646073788942624
6,-0.000910189453125,0.0,-0.0,0.0259770278925086,-0.052473,0.064607,-0.02733825,0.01836775,0.13651761963729273,-0.6871303187286011
7,-0.0008192275390624999,0.0,0.0,0.02462852905204779,-0.045959,0.058057,-0.02601075,0.016511249999999998,0.17778021543274705,-0.5997808526140855
8,-0.0004168237304687501,0.0,0.0,0.025388359368276967,-0.049209,0.059273,-0.0272915,0.019538,0.17834136549984142,-0.6996961334202569
9,-0.0005859072265624999,0.0,0.0,0.02523427044075061,-0.05134,0.063031,-0.025776,0.0156475,0.23727301903126433,-0.4701063620651289
10,-0.00076106689453125,0.0,-0.0,0.024440065584493298,-0.050852,0.05908,-0.02356775,0.015015750000000001,0.21071268194618167,-0.4266054434446307
11,-0.00010688378906249996,0.0,0.0,0.02371029169372108,-0.046067,0.057847,-0.022279,0.01582325,0.26205571296279384,-0.40754711986329406
12,-0.0002664658203125,0.0,-0.0,0.02385732489454406,-0.045673,0.057575,-0.022891500000000002,0.01485825,0.3101424800440187,-0.3297426938368928
