epoch,neuron1_count,neuron1_diff_srv_rate,neuron1_dst_bytes,neuron1_dst_host_count,neuron1_dst_host_diff_srv_rate,neuron1_dst_host_rerror_rate,neuron1_dst_host_same_src_port_rate,neuron1_dst_host_same_srv_rate,neuron1_dst_host_serror_rate,neuron1_dst_host_srv_count,neuron1_dst_host_srv_diff_host_rate,neuron1_dst_host_srv_rerror_rate,neuron1_dst_host_srv_serror_rate,neuron1_duration,neuron1_flag_OTH,neuron1_flag_REJ,neuron1_flag_RSTO,neuron1_flag_RSTOS0,neuron1_flag_RSTR,neuron1_flag_S0,neuron1_flag_S1,neuron1_flag_S2,neuron1_flag_S3,neuron1_flag_SF,neuron1_flag_SH,neuron1_hot,neuron1_is_guest_login_0,neuron1_is_guest_login_1,neuron1_is_host_login_0,neuron1_is_host_login_1,neuron1_land_0,neuron1_land_1,neuron1_logged_in_0,neuron1_logged_in_1,neuron1_num_access_files,neuron1_num_compromised,neuron1_num_failed_logins,neuron1_num_file_creations,neuron1_num_outbound_cmds,neuron1_num_root,neuron1_num_shells,neuron1_protocol_type_icmp,neuron1_protocol_type_tcp,neuron1_protocol_type_udp,neuron1_rerror_rate,neuron1_root_shell,neuron1_same_srv_rate,neuron1_serror_rate,neuron1_service_IRC,neuron1_service_X11,neuron1_service_Z39_50,neuron1_service_aol,neuron1_service_auth,neuron1_service_bgp,neuron1_service_courier,neuron1_service_csnet_ns,neuron1_service_ctf,neuron1_service_daytime,neuron1_service_discard,neuron1_service_domain,neuron1_service_domain_u,neuron1_service_echo,neuron1_service_eco_i,neuron1_service_ecr_i,neuron1_service_efs,neuron1_service_exec,neuron1_service_finger,neuron1_service_ftp,neuron1_service_ftp_data,neuron1_service_gopher,neuron1_service_harvest,neuron1_service_hostnames,neuron1_service_http,neuron1_service_http_2784,neuron1_service_http_443,neuron1_service_http_8001,neuron1_service_imap4,neuron1_service_iso_tsap,neuron1_service_klogin,neuron1_service_kshell,neuron1_service_ldap,neuron1_service_link,neuron1_service_login,neuron1_service_mtp,neuron1_service_name,neuron1_service_netbios_dgm,neuron1_service_netbios_ns,neuron1_service_netbios_ssn,neuron1_service_netstat,neuron1_service_nnsp,neuron1_service_nntp,neuron1_service_ntp_u,neuron1_service_other,neuron1_service_pm_dump,neuron1_service_pop_2,neuron1_service_pop_3,neuron1_service_printer,neuron1_service_private,neuron1_service_red_i,neuron1_service_remote_job,neuron1_service_rje,neuron1_service_shell,neuron1_service_smtp,neuron1_service_sql_net,neuron1_service_ssh,neuron1_service_sunrpc,neuron1_service_supdup,neuron1_service_systat,neuron1_service_telnet,neuron1_service_tftp_u,neuron1_service_tim_i,neuron1_service_time,neuron1_service_urh_i,neuron1_service_urp_i,neuron1_service_uucp,neuron1_service_uucp_path,neuron1_service_vmnet,neuron1_service_whois,neuron1_src_bytes,neuron1_srv_count,neuron1_srv_diff_host_rate,neuron1_srv_rerror_rate,neuron1_srv_serror_rate,neuron1_su_attempted,neuron1_urgent,neuron1_wrong_fragment
10,0.024645,0.001920,0.000000,0.032766,0.006739,0.038637,0.029178,0.013222,0.025243,0.088718,0.001300,0.004499,0.021038,0.000175,0.000000,0.011281,0.000210,0.000000,0.005616,0.040819,0.000000,0.000000,0.000000,0.022656,0.000000,0.000040,0.000668,0.000534,0.000000,0.000000,0.000000,0.000000,0.007219,0.007433,0.000024,0.000000,0.000273,0.000000,0.000000,0.000000,0.000033,0.011089,0.008615,0.008805,0.011333,0.000683,0.042876,0.018570,0.000000,0.000000,0.000057,0.000000,0.000330,0.000000,0.000030,0.000037,0.000000,0.000000,0.000016,0.000000,0.004141,0.000000,0.002224,0.009353,0.000000,0.000011,0.000543,0.000995,0.000828,0.000000,0.000000,0.000000,0.018749,0.000000,0.000019,0.000000,0.001114,0.000015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000,0.000000,0.002868,0.000000,0.000000,0.000919,0.000000,0.056947,0.000000,0.000000,0.000000,0.000000,0.004054,0.000000,0.000000,0.000000,0.000000,0.000107,0.006847,0.000000,0.000002,0.000000,0.000000,0.000000,0.000058,0.000100,0.000011,0.000000,0.000000,0.004202,0.002296,0.029127,0.026856,0.000000,0.000009,0.001330
11,0.031599,0.003443,0.000000,0.031101,0.008038,0.046297,0.031097,0.012010,0.031519,0.090044,0.001244,0.002604,0.026104,0.000598,0.000000,0.012783,0.000416,0.000000,0.005534,0.038531,0.000000,0.000000,0.000000,0.023767,0.000000,0.000046,0.000550,0.000397,0.000000,0.000000,0.000000,0.000000,0.007737,0.008374,0.000029,0.000000,0.000259,0.000002,0.000000,0.000000,0.000055,0.009420,0.011035,0.007787,0.014271,0.000441,0.047236,0.011129,0.000000,0.000000,0.000047,0.000000,0.000486,0.000000,0.000010,0.000016,0.000000,0.000000,0.000015,0.000000,0.004235,0.000000,0.001625,0.008825,0.000000,0.000015,0.001170,0.000672,0.000760,0.000000,0.000000,0.000000,0.010386,0.000000,0.000060,0.000000,0.000288,0.000026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000019,0.000000,0.000000,0.002952,0.000000,0.000000,0.000740,0.000000,0.062625,0.000000,0.000000,0.000000,0.000000,0.004385,0.000000,0.000000,0.000016,0.000000,0.000032,0.007115,0.000000,0.000009,0.000000,0.000000,0.000000,0.000052,0.000016,0.000030,0.000000,0.000000,0.005048,0.003130,0.029446,0.025914,0.000000,0.000001,0.001942
12,0.029750,0.004687,0.000002,0.029614,0.007618,0.048902,0.027626,0.012321,0.033488,0.089129,0.000899,0.007351,0.019876,0.000709,0.000000,0.015920,0.000439,0.000000,0.006686,0.041253,0.000000,0.000000,0.000000,0.018818,0.000000,0.000035,0.000083,0.000174,0.000000,0.000000,0.000000,0.000000,0.008207,0.007410,0.000021,0.000000,0.000196,0.000001,0.000000,0.000000,0.000006,0.012181,0.011790,0.007431,0.018349,0.000284,0.055232,0.018284,0.000000,0.000000,0.000124,0.000000,0.000460,0.000000,0.000010,0.000013,0.000000,0.000000,0.000188,0.000000,0.004006,0.000000,0.002042,0.009380,0.000000,0.000002,0.000577,0.000121,0.000704,0.000000,0.000000,0.000000,0.016400,0.000000,0.000005,0.000000,0.000192,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000071,0.000000,0.000000,0.002895,0.000000,0.000000,0.001144,0.000000,0.055509,0.000000,0.000000,0.000000,0.000000,0.003967,0.000000,0.000000,0.000031,0.000000,0.000022,0.006320,0.000000,0.000002,0.000000,0.000000,0.000000,0.000019,0.000016,0.000006,0.000000,0.000000,0.001283,0.002672,0.030314,0.021707,0.000000,0.000000,0.001381
13,0.026454,0.005981,0.000000,0.039838,0.010385,0.059256,0.028715,0.015270,0.041559,0.112935,0.001372,0.010728,0.026240,0.000978,0.000000,0.023534,0.000353,0.000000,0.008553,0.034950,0.000000,0.000000,0.000000,0.015628,0.000000,0.000061,0.000155,0.000102,0.000000,0.000000,0.000000,0.000000,0.010544,0.009449,0.000031,0.000000,0.000353,0.000014,0.000000,0.000000,0.000041,0.014213,0.014019,0.011217,0.015110,0.001432,0.054303,0.005039,0.000000,0.000000,0.000108,0.000000,0.001678,0.000000,0.000025,0.000020,0.000000,0.000000,0.000180,0.000000,0.006407,0.000000,0.002477,0.009843,0.000000,0.000014,0.000329,0.000005,0.000582,0.000000,0.000000,0.000000,0.011845,0.000000,0.000046,0.000000,0.001453,0.000335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000026,0.000000,0.000000,0.004071,0.000000,0.000000,0.001595,0.000000,0.058624,0.000000,0.000000,0.000000,0.000000,0.005400,0.000000,0.000000,0.000026,0.000000,0.000020,0.008554,0.000000,0.000003,0.000000,0.000000,0.000000,0.000019,0.000043,0.000012,0.000000,0.000000,0.001742,0.004489,0.040808,0.015723,0.000000,0.000001,0.001534
14,0.028753,0.005308,0.000002,0.023705,0.005593,0.051241,0.031770,0.014818,0.033793,0.088850,0.001729,0.005818,0.017373,0.000570,0.000000,0.018242,0.000339,0.000000,0.006678,0.039931,0.000000,0.000000,0.000000,0.017146,0.000000,0.000035,0.000046,0.000018,0.000000,0.000000,0.000000,0.000000,0.010326,0.011997,0.000027,0.000000,0.000168,0.000007,0.000000,0.000000,0.000119,0.009776,0.010725,0.006890,0.010909,0.000592,0.041797,0.020131,0.000000,0.000000,0.000170,0.000000,0.000837,0.000000,0.000030,0.000009,0.000000,0.000000,0.000014,0.000000,0.004928,0.000000,0.001398,0.009948,0.000000,0.000012,0.000151,0.000086,0.000754,0.000000,0.000000,0.000000,0.018412,0.000000,0.000102,0.000000,0.000493,0.000012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000155,0.000000,0.000000,0.002876,0.000000,0.000000,0.001275,0.000000,0.050206,0.000000,0.000000,0.000000,0.000000,0.004377,0.000000,0.000000,0.000012,0.000000,0.000082,0.004968,0.000000,0.000543,0.000000,0.000000,0.000000,0.000041,0.000024,0.000047,0.000000,0.000000,0.003545,0.004925,0.034211,0.022282,0.000000,0.000000,0.001021
15,0.026692,0.000786,0.000001,0.018312,0.005113,0.045447,0.029471,0.026096,0.032901,0.077791,0.001776,0.005306,0.025695,0.000578,0.000000,0.017944,0.000373,0.000000,0.005335,0.043924,0.000000,0.000000,0.000000,0.025494,0.000000,0.000031,0.000187,0.000154,0.000000,0.000000,0.000000,0.000000,0.010072,0.011655,0.000063,0.000000,0.000142,0.000000,0.000000,0.000000,0.000026,0.006427,0.006546,0.006071,0.019601,0.000377,0.043322,0.019050,0.000000,0.000000,0.000042,0.000000,0.000592,0.000000,0.000041,0.000002,0.000000,0.000000,0.000032,0.000000,0.003231,0.000000,0.001265,0.008733,0.000000,0.000003,0.000626,0.000523,0.000634,0.000000,0.000000,0.000000,0.018159,0.000000,0.000053,0.000000,0.000121,0.000016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.002346,0.000000,0.000000,0.001174,0.000000,0.052035,0.000000,0.000000,0.000000,0.000000,0.002896,0.000000,0.000000,0.000003,0.000000,0.000030,0.011005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000027,0.000004,0.000002,0.000000,0.000000,0.004082,0.006369,0.027161,0.025493,0.000000,0.000000,0.002092
16,0.027762,0.003454,0.000000,0.028433,0.006988,0.047009,0.032196,0.012806,0.038366,0.081965,0.001111,0.002552,0.019576,0.000714,0.000000,0.014630,0.000380,0.000000,0.007121,0.033990,0.000000,0.000000,0.000000,0.020365,0.000000,0.000042,0.000019,0.000316,0.000000,0.000000,0.000000,0.000000,0.007365,0.006609,0.000048,0.000000,0.000286,0.000000,0.000000,0.000000,0.000047,0.011271,0.011837,0.006527,0.015554,0.001194,0.050354,0.011664,0.000000,0.000000,0.000053,0.000000,0.000791,0.000000,0.000033,0.000034,0.000000,0.000000,0.000354,0.000000,0.004853,0.000000,0.002575,0.007250,0.000000,0.000032,0.001169,0.000141,0.000588,0.000000,0.000000,0.000000,0.019407,0.000000,0.000067,0.000000,0.000279,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000023,0.000000,0.000000,0.002942,0.000000,0.000000,0.001031,0.000000,0.055444,0.000000,0.000000,0.000000,0.000000,0.004277,0.000000,0.000000,0.000028,0.000000,0.000024,0.008029,0.000000,0.000201,0.000000,0.000000,0.000000,0.000048,0.000026,0.000010,0.000000,0.000000,0.003077,0.002665,0.034306,0.020473,0.000000,0.000002,0.001331
17,0.022714,0.004831,0.000000,0.046918,0.009349,0.048168,0.026186,0.016495,0.028129,0.109696,0.001553,0.008527,0.024318,0.000225,0.000000,0.025074,0.000434,0.000000,0.005843,0.036452,0.000000,0.000000,0.000000,0.013657,0.000000,0.000067,0.000187,0.000383,0.000000,0.000000,0.000000,0.000000,0.010512,0.011384,0.000037,0.000000,0.000093,0.000006,0.000000,0.000000,0.000085,0.011703,0.011614,0.008168,0.016157,0.001472,0.044369,0.007368,0.000000,0.000000,0.000052,0.000000,0.001325,0.000000,0.000076,0.000007,0.000000,0.000000,0.000049,0.000000,0.004665,0.000000,0.001879,0.010033,0.000000,0.000012,0.000364,0.000340,0.001412,0.000000,0.000000,0.000000,0.015956,0.000000,0.000053,0.000000,0.000690,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000027,0.000000,0.000000,0.004523,0.000000,0.000000,0.001327,0.000000,0.053026,0.000000,0.000000,0.000000,0.000000,0.005834,0.000000,0.000000,0.000032,0.000000,0.000242,0.004613,0.000000,0.000026,0.000000,0.000000,0.000000,0.000013,0.000026,0.000036,0.000000,0.000000,0.003584,0.003985,0.039224,0.019853,0.000000,0.000011,0.001551
18,0.029173,0.005321,0.000000,0.027400,0.006157,0.044376,0.025512,0.020282,0.041022,0.083206,0.000961,0.003246,0.012038,0.000299,0.000000,0.018582,0.000406,0.000000,0.005855,0.038369,0.000000,0.000000,0.000000,0.016088,0.000000,0.000041,0.000132,0.000117,0.000000,0.000000,0.000000,0.000000,0.007366,0.006773,0.000009,0.000000,0.000172,0.000022,0.000000,0.000000,0.000001,0.010893,0.011243,0.007980,0.010742,0.000915,0.042561,0.016572,0.000000,0.000000,0.000073,0.000000,0.000835,0.000000,0.000052,0.000013,0.000000,0.000000,0.000053,0.000000,0.005523,0.000000,0.002465,0.008093,0.000000,0.000018,0.000740,0.000149,0.000656,0.000000,0.000000,0.000000,0.018031,0.000000,0.000005,0.000000,0.000635,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000036,0.000000,0.000000,0.002774,0.000000,0.000000,0.001462,0.000000,0.048949,0.000000,0.000000,0.000000,0.000000,0.004093,0.000000,0.000000,0.000039,0.000000,0.000171,0.004252,0.000000,0.000508,0.000000,0.000000,0.000000,0.000196,0.000034,0.000041,0.000000,0.000000,0.005393,0.003429,0.033608,0.017304,0.000000,0.000000,0.001545
19,0.021510,0.002566,0.000000,0.031165,0.007298,0.047401,0.022850,0.013573,0.035745,0.088756,0.001307,0.004397,0.015474,0.000949,0.000000,0.017792,0.000242,0.000000,0.005281,0.039668,0.000000,0.000000,0.000000,0.015913,0.000000,0.000043,0.000073,0.000418,0.000000,0.000000,0.000000,0.000000,0.009913,0.012821,0.000054,0.000000,0.000296,0.000002,0.000000,0.000000,0.000013,0.010751,0.012554,0.007277,0.011185,0.000188,0.049174,0.013687,0.000000,0.000000,0.000169,0.000000,0.000717,0.000000,0.000007,0.000009,0.000000,0.000000,0.000010,0.000000,0.004764,0.000000,0.001912,0.009118,0.000000,0.000011,0.000114,0.000108,0.000692,0.000000,0.000000,0.000000,0.015252,0.000000,0.000027,0.000000,0.000350,0.000039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.002426,0.000000,0.000000,0.001726,0.000000,0.050182,0.000000,0.000000,0.000000,0.000000,0.005825,0.000000,0.000000,0.000020,0.000000,0.000028,0.008562,0.000000,0.000187,0.000000,0.000000,0.000000,0.000299,0.000065,0.000011,0.000000,0.000001,0.001998,0.001631,0.040887,0.019896,0.000000,0.000049,0.001101
20,0.028310,0.003932,0.000000,0.028061,0.007917,0.043515,0.024012,0.017839,0.032550,0.087047,0.001081,0.004915,0.021536,0.000182,0.000000,0.014976,0.000538,0.000000,0.006817,0.034502,0.000000,0.000000,0.000000,0.020117,0.000000,0.000050,0.000205,0.000368,0.000000,0.000000,0.000000,0.000000,0.012317,0.012496,0.000026,0.000000,0.000118,0.000004,0.000000,0.000000,0.000054,0.009772,0.008741,0.007698,0.017177,0.000236,0.041029,0.020318,0.000000,0.000000,0.000085,0.000000,0.000473,0.000000,0.000019,0.000007,0.000000,0.000000,0.000009,0.000000,0.004606,0.000000,0.001659,0.010310,0.000000,0.000046,0.000936,0.000272,0.001117,0.000000,0.000000,0.000000,0.015565,0.000000,0.000056,0.000000,0.000629,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.003422,0.000000,0.000000,0.001010,0.000000,0.047349,0.000000,0.000000,0.000000,0.000000,0.004092,0.000000,0.000000,0.000004,0.000000,0.000368,0.006985,0.000000,0.000130,0.000000,0.000000,0.000000,0.000054,0.000042,0.000026,0.000000,0.000000,0.001592,0.003046,0.038962,0.024778,0.000000,0.000002,0.001446
21,0.024692,0.004252,0.000000,0.028643,0.006169,0.047229,0.021419,0.025393,0.038799,0.079902,0.001130,0.005768,0.022056,0.000465,0.000000,0.016678,0.000499,0.000000,0.008123,0.037926,0.000000,0.000000,0.000000,0.020366,0.000000,0.000038,0.000146,0.000137,0.000000,0.000000,0.000000,0.000000,0.008573,0.010745,0.000028,0.000000,0.000686,0.000002,0.000000,0.000000,0.000015,0.009416,0.010783,0.006766,0.012710,0.000307,0.045199,0.014985,0.000000,0.000000,0.000007,0.000000,0.000522,0.000000,0.000026,0.000007,0.000000,0.000000,0.000004,0.000000,0.005982,0.000000,0.001401,0.007699,0.000000,0.000005,0.000271,0.000153,0.000569,0.000000,0.000000,0.000000,0.020435,0.000000,0.000053,0.000000,0.000263,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,0.000000,0.000000,0.002968,0.000000,0.000000,0.001021,0.000000,0.052860,0.000000,0.000000,0.000000,0.000000,0.005064,0.000000,0.000000,0.000006,0.000000,0.000021,0.006088,0.000000,0.000006,0.000000,0.000000,0.000000,0.000018,0.000010,0.000016,0.000000,0.000001,0.004223,0.006018,0.035608,0.022485,0.000000,0.000003,0.000791
22,0.026726,0.004482,0.000000,0.031343,0.005449,0.045973,0.028714,0.013827,0.034326,0.091872,0.001061,0.006473,0.028509,0.000613,0.000000,0.014887,0.000563,0.000000,0.005636,0.039110,0.000000,0.000000,0.000000,0.020667,0.000000,0.000040,0.000071,0.000119,0.000000,0.000000,0.000000,0.000000,0.008625,0.008560,0.000020,0.000000,0.000431,0.000003,0.000000,0.000000,0.000002,0.007625,0.008067,0.006064,0.011834,0.000454,0.039049,0.014887,0.000000,0.000000,0.000016,0.000000,0.000807,0.000000,0.000013,0.000017,0.000000,0.000000,0.000278,0.000000,0.004484,0.000000,0.000827,0.009584,0.000000,0.000006,0.000243,0.000069,0.001218,0.000000,0.000000,0.000000,0.014481,0.000000,0.000009,0.000000,0.000606,0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.003000,0.000000,0.000000,0.001125,0.000000,0.048858,0.000000,0.000000,0.000000,0.000000,0.003751,0.000000,0.000000,0.000001,0.000000,0.000066,0.009493,0.000000,0.000199,0.000000,0.000000,0.000000,0.000031,0.000008,0.000011,0.000000,0.000000,0.002912,0.006623,0.038047,0.025527,0.000000,0.000004,0.001234
23,0.034144,0.007136,0.000000,0.022112,0.009475,0.039856,0.031176,0.026163,0.036901,0.064774,0.001665,0.003977,0.024433,0.000090,0.000000,0.015051,0.000374,0.000000,0.005885,0.040954,0.000000,0.000000,0.000000,0.030246,0.000000,0.000034,0.000346,0.000215,0.000000,0.000000,0.000000,0.000000,0.007832,0.011374,0.000079,0.000000,0.000260,0.000007,0.000000,0.000000,0.000012,0.006699,0.009832,0.005550,0.013966,0.000612,0.043470,0.016926,0.000000,0.000000,0.000075,0.000000,0.000120,0.000000,0.000089,0.000035,0.000000,0.000000,0.000065,0.000000,0.004131,0.000000,0.001858,0.009453,0.000000,0.000016,0.000554,0.000428,0.001009,0.000000,0.000000,0.000000,0.012763,0.000000,0.000146,0.000000,0.000597,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000025,0.000000,0.000000,0.003165,0.000000,0.000000,0.000694,0.000000,0.054239,0.000000,0.000000,0.000000,0.000000,0.003337,0.000000,0.000000,0.000015,0.000000,0.000018,0.007499,0.000000,0.000408,0.000000,0.000000,0.000000,0.000249,0.000019,0.000040,0.000000,0.000002,0.005031,0.005572,0.033828,0.030388,0.000000,0.000084,0.002171
24,0.020818,0.005023,0.000000,0.038561,0.007876,0.041529,0.024900,0.028330,0.044344,0.079681,0.001127,0.004689,0.026395,0.000118,0.000000,0.019861,0.000319,0.000000,0.006953,0.032890,0.000000,0.000000,0.000000,0.018112,0.000000,0.000048,0.000155,0.000219,0.000000,0.000000,0.000000,0.000000,0.009596,0.008169,0.000045,0.000000,0.000099,0.000002,0.000000,0.000000,0.000072,0.011709,0.011833,0.008010,0.018064,0.000421,0.040911,0.017812,0.000000,0.000000,0.000145,0.000000,0.000474,0.000000,0.000005,0.000004,0.000000,0.000000,0.000032,0.000000,0.005397,0.000000,0.002150,0.009577,0.000000,0.000015,0.000406,0.000147,0.001117,0.000000,0.000000,0.000000,0.017168,0.000000,0.000080,0.000000,0.000455,0.000015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000010,0.000000,0.000000,0.002740,0.000000,0.000000,0.000618,0.000000,0.047177,0.000000,0.000000,0.000000,0.000000,0.003461,0.000000,0.000000,0.000007,0.000000,0.000113,0.010958,0.000000,0.000042,0.000000,0.000000,0.000000,0.000028,0.000122,0.000081,0.000000,0.000000,0.002821,0.003444,0.038721,0.025063,0.000000,0.000055,0.001118
25,0.024574,0.001049,0.000001,0.038377,0.007428,0.052811,0.024508,0.016678,0.032758,0.095355,0.001418,0.006506,0.027205,0.000042,0.000000,0.022722,0.000687,0.000000,0.008592,0.040729,0.000000,0.000000,0.000000,0.016621,0.000000,0.000046,0.000099,0.000148,0.000000,0.000000,0.000000,0.000000,0.009086,0.008207,0.000000,0.000000,0.000054,0.000004,0.000000,0.000000,0.000065,0.010172,0.012385,0.008616,0.011287,0.000589,0.044098,0.014469,0.000000,0.000000,0.000122,0.000000,0.001526,0.000000,0.000025,0.000151,0.000000,0.000000,0.000019,0.000000,0.005805,0.000000,0.001603,0.007591,0.000000,0.000011,0.000642,0.000094,0.001126,0.000000,0.000000,0.000000,0.019226,0.000000,0.000381,0.000000,0.000403,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000014,0.000000,0.000000,0.003154,0.000000,0.000000,0.001443,0.000000,0.054475,0.000000,0.000000,0.000000,0.000000,0.004591,0.000000,0.000000,0.000007,0.000000,0.000185,0.008970,0.000000,0.000001,0.000000,0.000000,0.000000,0.000063,0.000015,0.000029,0.000000,0.000000,0.002034,0.002259,0.040942,0.028094,0.000000,0.000001,0.001477
26,0.027530,0.004833,0.000000,0.037282,0.008484,0.050376,0.024835,0.015949,0.037363,0.088681,0.000990,0.006233,0.020620,0.000370,0.000000,0.016343,0.000348,0.000000,0.007016,0.039723,0.000000,0.000000,0.000000,0.020301,0.000000,0.000058,0.000276,0.000552,0.000000,0.000000,0.000000,0.000000,0.009999,0.009641,0.000039,0.000000,0.000066,0.000001,0.000000,0.000000,0.000023,0.009340,0.010072,0.008587,0.010164,0.000291,0.045742,0.013935,0.000000,0.000000,0.000029,0.000000,0.000809,0.000000,0.000014,0.000005,0.000000,0.000000,0.000236,0.000000,0.005358,0.000000,0.002327,0.007772,0.000000,0.000002,0.000913,0.000093,0.001349,0.000000,0.000000,0.000000,0.012711,0.000000,0.000025,0.000000,0.001385,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000,0.000000,0.002224,0.000000,0.000000,0.001043,0.000000,0.044279,0.000000,0.000000,0.000000,0.000000,0.003313,0.000000,0.000000,0.000042,0.000000,0.000018,0.006469,0.000000,0.000084,0.000000,0.000000,0.000000,0.000053,0.000007,0.000006,0.000000,0.000001,0.001406,0.002783,0.047188,0.024762,0.000000,0.000000,0.001916
27,0.015879,0.002273,0.000000,0.045067,0.010901,0.053719,0.026916,0.022653,0.034844,0.114609,0.001149,0.007104,0.012562,0.000622,0.000000,0.023852,0.000656,0.000000,0.008410,0.040400,0.000000,0.000000,0.000000,0.020826,0.000000,0.000083,0.000407,0.000549,0.000000,0.000000,0.000000,0.000000,0.012588,0.012506,0.000079,0.000000,0.000403,0.000004,0.000000,0.000000,0.000059,0.008830,0.011000,0.007796,0.016615,0.000723,0.044624,0.016382,0.000000,0.000000,0.000019,0.000000,0.001548,0.000000,0.000058,0.000021,0.000000,0.000000,0.000050,0.000000,0.005836,0.000000,0.001278,0.009344,0.000000,0.000021,0.000587,0.000240,0.000985,0.000000,0.000000,0.000000,0.016046,0.000000,0.000199,0.000000,0.000297,0.000016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.003449,0.000000,0.000000,0.001794,0.000000,0.047055,0.000000,0.000000,0.000000,0.000000,0.005735,0.000000,0.000000,0.000071,0.000000,0.000040,0.009596,0.000000,0.000141,0.000000,0.000000,0.000000,0.000189,0.000010,0.000004,0.000000,0.000000,0.002681,0.002639,0.051643,0.025072,0.000000,0.000004,0.001076
28,0.026861,0.004738,0.000000,0.029391,0.005302,0.048857,0.025472,0.020092,0.031473,0.096302,0.001217,0.007320,0.017251,0.000731,0.000000,0.020251,0.000433,0.000000,0.007546,0.040124,0.000000,0.000000,0.000000,0.021004,0.000000,0.000062,0.000184,0.000124,0.000000,0.000000,0.000000,0.000000,0.011214,0.010691,0.000050,0.000000,0.000042,0.000008,0.000000,0.000000,0.000021,0.009377,0.011364,0.005978,0.011899,0.001052,0.036111,0.017973,0.000000,0.000000,0.000402,0.000000,0.000828,0.000000,0.000011,0.000004,0.000000,0.000000,0.000017,0.000000,0.005659,0.000000,0.001451,0.009750,0.000000,0.000005,0.000348,0.000130,0.000958,0.000000,0.000000,0.000000,0.015460,0.000000,0.000047,0.000000,0.000080,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000079,0.000000,0.000000,0.002840,0.000000,0.000000,0.001262,0.000000,0.047357,0.000000,0.000000,0.000000,0.000000,0.004678,0.000000,0.000000,0.000008,0.000000,0.001182,0.012251,0.000000,0.000522,0.000000,0.000000,0.000000,0.000064,0.000031,0.000026,0.000000,0.000000,0.002435,0.004726,0.040998,0.024282,0.000000,0.000058,0.000925
