epoch,neuron1_count,neuron1_diff_srv_rate,neuron1_dst_bytes,neuron1_dst_host_count,neuron1_dst_host_diff_srv_rate,neuron1_dst_host_rerror_rate,neuron1_dst_host_same_src_port_rate,neuron1_dst_host_same_srv_rate,neuron1_dst_host_serror_rate,neuron1_dst_host_srv_count,neuron1_dst_host_srv_diff_host_rate,neuron1_dst_host_srv_rerror_rate,neuron1_dst_host_srv_serror_rate,neuron1_duration,neuron1_flag_OTH,neuron1_flag_REJ,neuron1_flag_RSTO,neuron1_flag_RSTOS0,neuron1_flag_RSTR,neuron1_flag_S0,neuron1_flag_S1,neuron1_flag_S2,neuron1_flag_S3,neuron1_flag_SF,neuron1_flag_SH,neuron1_hot,neuron1_is_guest_login_0,neuron1_is_guest_login_1,neuron1_is_host_login_0,neuron1_is_host_login_1,neuron1_land_0,neuron1_land_1,neuron1_logged_in_0,neuron1_logged_in_1,neuron1_num_access_files,neuron1_num_compromised,neuron1_num_failed_logins,neuron1_num_file_creations,neuron1_num_outbound_cmds,neuron1_num_root,neuron1_num_shells,neuron1_protocol_type_icmp,neuron1_protocol_type_tcp,neuron1_protocol_type_udp,neuron1_rerror_rate,neuron1_root_shell,neuron1_same_srv_rate,neuron1_serror_rate,neuron1_service_IRC,neuron1_service_X11,neuron1_service_Z39_50,neuron1_service_aol,neuron1_service_auth,neuron1_service_bgp,neuron1_service_courier,neuron1_service_csnet_ns,neuron1_service_ctf,neuron1_service_daytime,neuron1_service_discard,neuron1_service_domain,neuron1_service_domain_u,neuron1_service_echo,neuron1_service_eco_i,neuron1_service_ecr_i,neuron1_service_efs,neuron1_service_exec,neuron1_service_finger,neuron1_service_ftp,neuron1_service_ftp_data,neuron1_service_gopher,neuron1_service_harvest,neuron1_service_hostnames,neuron1_service_http,neuron1_service_http_2784,neuron1_service_http_443,neuron1_service_http_8001,neuron1_service_imap4,neuron1_service_iso_tsap,neuron1_service_klogin,neuron1_service_kshell,neuron1_service_ldap,neuron1_service_link,neuron1_service_login,neuron1_service_mtp,neuron1_service_name,neuron1_service_netbios_dgm,neuron1_service_netbios_ns,neuron1_service_netbios_ssn,neuron1_service_netstat,neuron1_service_nnsp,neuron1_service_nntp,neuron1_service_ntp_u,neuron1_service_other,neuron1_service_pm_dump,neuron1_service_pop_2,neuron1_service_pop_3,neuron1_service_printer,neuron1_service_private,neuron1_service_red_i,neuron1_service_remote_job,neuron1_service_rje,neuron1_service_shell,neuron1_service_smtp,neuron1_service_sql_net,neuron1_service_ssh,neuron1_service_sunrpc,neuron1_service_supdup,neuron1_service_systat,neuron1_service_telnet,neuron1_service_tftp_u,neuron1_service_tim_i,neuron1_service_time,neuron1_service_urh_i,neuron1_service_urp_i,neuron1_service_uucp,neuron1_service_uucp_path,neuron1_service_vmnet,neuron1_service_whois,neuron1_src_bytes,neuron1_srv_count,neuron1_srv_diff_host_rate,neuron1_srv_rerror_rate,neuron1_srv_serror_rate,neuron1_su_attempted,neuron1_urgent,neuron1_wrong_fragment
29,0.024682,0.002450,0.000000,0.037415,0.004737,0.054113,0.025897,0.019940,0.036201,0.101060,0.001360,0.009226,0.023116,0.000168,0.000000,0.027147,0.000549,0.000000,0.006870,0.035690,0.000000,0.000000,0.000000,0.020779,0.000000,0.000065,0.000420,0.000568,0.000000,0.000000,0.000000,0.000000,0.011521,0.010499,0.000058,0.000000,0.000089,0.000010,0.000000,0.000000,0.000194,0.007276,0.010071,0.007146,0.011526,0.001206,0.041858,0.009097,0.000000,0.000000,0.000162,0.000000,0.000183,0.000000,0.000009,0.000015,0.000000,0.000000,0.000033,0.000000,0.005690,0.000000,0.001406,0.008980,0.000000,0.000003,0.000388,0.000227,0.001381,0.000000,0.000000,0.000000,0.019276,0.000000,0.000155,0.000000,0.000383,0.000041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000023,0.000000,0.000000,0.003722,0.000000,0.000000,0.001905,0.000000,0.052083,0.000000,0.000000,0.000000,0.000000,0.004945,0.000000,0.000000,0.000028,0.000000,0.000017,0.008130,0.000000,0.000206,0.000000,0.000000,0.000000,0.000041,0.000162,0.000017,0.000000,0.000001,0.003484,0.003104,0.042089,0.025262,0.000000,0.000206,0.001243
30,0.026212,0.004780,0.000001,0.030325,0.005489,0.047711,0.026107,0.023646,0.039025,0.082063,0.001206,0.009466,0.028744,0.000496,0.000000,0.017654,0.000660,0.000000,0.006400,0.038489,0.000000,0.000000,0.000000,0.025037,0.000000,0.000050,0.000229,0.000389,0.000000,0.000000,0.000000,0.000000,0.009958,0.011508,0.000008,0.000000,0.000519,0.000005,0.000000,0.000000,0.000029,0.009451,0.013015,0.006550,0.014316,0.000836,0.038246,0.011586,0.000000,0.000000,0.000047,0.000000,0.000877,0.000000,0.000007,0.000010,0.000000,0.000000,0.000014,0.000000,0.005486,0.000000,0.002058,0.009466,0.000000,0.000010,0.000698,0.000315,0.001349,0.000000,0.000000,0.000000,0.015608,0.000000,0.000002,0.000000,0.000121,0.000026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,0.000000,0.003237,0.000000,0.000000,0.001150,0.000000,0.055922,0.000000,0.000000,0.000000,0.000000,0.004746,0.000000,0.000000,0.000045,0.000000,0.000017,0.013043,0.000000,0.001177,0.000000,0.000000,0.000000,0.000023,0.000042,0.000006,0.000000,0.000003,0.003130,0.003301,0.038864,0.025487,0.000000,0.000051,0.001177
31,0.022026,0.002994,0.000001,0.041934,0.004912,0.052595,0.027881,0.015109,0.040773,0.101056,0.000871,0.007201,0.016291,0.000423,0.000000,0.020664,0.000243,0.000000,0.006995,0.037908,0.000000,0.000000,0.000000,0.017560,0.000000,0.000089,0.000406,0.000474,0.000000,0.000000,0.000000,0.000000,0.010874,0.011020,0.000073,0.000000,0.000085,0.000005,0.000000,0.000000,0.000007,0.010323,0.011408,0.007305,0.017429,0.001922,0.034687,0.011104,0.000000,0.000000,0.000101,0.000000,0.000914,0.000000,0.000003,0.000005,0.000000,0.000000,0.000011,0.000000,0.005981,0.000000,0.001648,0.009531,0.000000,0.000005,0.000725,0.000188,0.001554,0.000000,0.000000,0.000000,0.016729,0.000000,0.000030,0.000000,0.000830,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,0.000000,0.000000,0.003542,0.000000,0.000000,0.000423,0.000000,0.050326,0.000000,0.000000,0.000000,0.000000,0.005035,0.000000,0.000000,0.000013,0.000000,0.000037,0.014262,0.000000,0.000050,0.000000,0.000000,0.000000,0.000022,0.000058,0.000040,0.000000,0.000000,0.002715,0.003269,0.048840,0.019114,0.000000,0.000466,0.001034
32,0.027703,0.002925,0.000000,0.034827,0.006361,0.048154,0.024666,0.027228,0.034599,0.088871,0.001621,0.012060,0.019329,0.000098,0.000000,0.022643,0.000835,0.000000,0.008092,0.038268,0.000000,0.000000,0.000000,0.019229,0.000000,0.000055,0.000277,0.000381,0.000000,0.000000,0.000000,0.000000,0.009443,0.008807,0.000009,0.000000,0.000065,0.000009,0.000000,0.000000,0.000011,0.009801,0.011856,0.005416,0.013500,0.000781,0.042332,0.024745,0.000000,0.000000,0.000056,0.000000,0.001311,0.000000,0.000010,0.000007,0.000000,0.000000,0.000047,0.000000,0.003685,0.000000,0.001615,0.009446,0.000000,0.000026,0.000309,0.000083,0.000767,0.000000,0.000000,0.000000,0.015660,0.000000,0.000080,0.000000,0.000130,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000029,0.000000,0.000000,0.003047,0.000000,0.000000,0.001581,0.000000,0.047745,0.000000,0.000000,0.000000,0.000000,0.004024,0.000000,0.000000,0.000134,0.000000,0.000050,0.011113,0.000000,0.000002,0.000000,0.000000,0.000000,0.000137,0.000300,0.000006,0.000000,0.000003,0.002871,0.006311,0.038650,0.028376,0.000000,0.000035,0.001591
33,0.017372,0.003861,0.000000,0.038762,0.007097,0.053313,0.025879,0.017423,0.036271,0.091470,0.001660,0.011836,0.023991,0.000356,0.000000,0.025017,0.000347,0.000000,0.007962,0.040337,0.000000,0.000000,0.000000,0.021617,0.000000,0.000065,0.000244,0.000538,0.000000,0.000000,0.000000,0.000000,0.013604,0.011416,0.000033,0.000000,0.000116,0.000001,0.000000,0.000000,0.000035,0.009543,0.012167,0.006105,0.017657,0.000630,0.034100,0.011612,0.000000,0.000000,0.000026,0.000000,0.000427,0.000000,0.000002,0.000111,0.000000,0.000000,0.000218,0.000000,0.002996,0.000000,0.001368,0.008040,0.000000,0.000005,0.000271,0.000222,0.000811,0.000000,0.000000,0.000000,0.020962,0.000000,0.000038,0.000000,0.001167,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,0.000000,0.000000,0.003911,0.000000,0.000000,0.000832,0.000000,0.052462,0.000000,0.000000,0.000000,0.000000,0.005925,0.000000,0.000000,0.000238,0.000000,0.000377,0.011090,0.000000,0.000076,0.000000,0.000000,0.000000,0.000076,0.000003,0.000011,0.000000,0.000000,0.002919,0.002825,0.043968,0.024801,0.000000,0.000034,0.001216
34,0.020202,0.005345,0.000000,0.036137,0.007211,0.048348,0.027272,0.023163,0.041077,0.081794,0.001230,0.006812,0.017392,0.000383,0.000000,0.024272,0.000725,0.000000,0.007483,0.042501,0.000000,0.000000,0.000000,0.020617,0.000000,0.000056,0.000294,0.000310,0.000000,0.000000,0.000000,0.000000,0.012456,0.012004,0.000060,0.000000,0.000012,0.000005,0.000000,0.000000,0.000030,0.007777,0.012310,0.004930,0.013487,0.000515,0.040909,0.016778,0.000000,0.000000,0.000111,0.000000,0.000790,0.000000,0.000070,0.000014,0.000000,0.000000,0.000142,0.000000,0.004712,0.000000,0.001389,0.010119,0.000000,0.000011,0.001077,0.000030,0.000814,0.000000,0.000000,0.000000,0.020694,0.000000,0.000041,0.000000,0.001555,0.000015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000049,0.000000,0.000000,0.003566,0.000000,0.000000,0.001511,0.000000,0.050368,0.000000,0.000000,0.000000,0.000000,0.005210,0.000000,0.000000,0.000016,0.000000,0.000168,0.008041,0.000000,0.000269,0.000000,0.000000,0.000000,0.000132,0.000088,0.000017,0.000000,0.000001,0.003144,0.006037,0.039684,0.029015,0.000000,0.000025,0.001649
35,0.022055,0.004679,0.000000,0.044636,0.010512,0.056805,0.029727,0.023504,0.034542,0.100731,0.001196,0.007354,0.022560,0.000111,0.000000,0.018185,0.000517,0.000000,0.005739,0.039419,0.000000,0.000000,0.000000,0.024634,0.000000,0.000078,0.000348,0.000259,0.000000,0.000000,0.000000,0.000000,0.010463,0.011310,0.000088,0.000000,0.000123,0.000004,0.000000,0.000002,0.000016,0.006505,0.008949,0.005235,0.009082,0.000442,0.032848,0.014623,0.000000,0.000000,0.000196,0.000000,0.000631,0.000000,0.000011,0.000005,0.000000,0.000000,0.000394,0.000000,0.005256,0.000000,0.001573,0.008219,0.000000,0.000012,0.000398,0.000059,0.001345,0.000000,0.000000,0.000000,0.019648,0.000000,0.000045,0.000000,0.000684,0.000019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000016,0.000000,0.000000,0.003181,0.000000,0.000000,0.002211,0.000000,0.045412,0.000000,0.000000,0.000000,0.000000,0.005312,0.000000,0.000000,0.000004,0.000000,0.000009,0.008510,0.000000,0.000155,0.000000,0.000000,0.000000,0.000038,0.000030,0.000007,0.000000,0.000001,0.002163,0.002620,0.049344,0.024697,0.000000,0.000001,0.002013
36,0.022526,0.001976,0.000000,0.043021,0.007485,0.054493,0.024719,0.020295,0.036589,0.094936,0.000873,0.006329,0.022226,0.000282,0.000000,0.023178,0.000683,0.000000,0.006809,0.040709,0.000000,0.000000,0.000000,0.015448,0.000000,0.000090,0.000452,0.000442,0.000000,0.000000,0.000000,0.000000,0.011156,0.010544,0.000075,0.000000,0.000152,0.000003,0.000000,0.000000,0.000020,0.010071,0.009731,0.006801,0.017690,0.000943,0.042452,0.013870,0.000000,0.000000,0.000159,0.000000,0.000751,0.000000,0.000022,0.000020,0.000000,0.000000,0.000024,0.000000,0.004517,0.000000,0.002449,0.007906,0.000000,0.000065,0.000241,0.000285,0.000982,0.000000,0.000000,0.000000,0.018616,0.000000,0.000035,0.000000,0.000069,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000,0.004041,0.000000,0.000000,0.000673,0.000000,0.046106,0.000000,0.000000,0.000000,0.000000,0.005076,0.000000,0.000000,0.000003,0.000000,0.000829,0.009894,0.000000,0.000046,0.000000,0.000000,0.000000,0.000051,0.000017,0.000008,0.000000,0.000001,0.001797,0.002956,0.040208,0.022940,0.000000,0.000008,0.001148
37,0.022243,0.005406,0.000000,0.039224,0.007473,0.051065,0.030307,0.015945,0.044473,0.094215,0.000933,0.011723,0.019074,0.000210,0.000000,0.021639,0.000369,0.000000,0.007484,0.032160,0.000000,0.000000,0.000000,0.021602,0.000000,0.000056,0.000271,0.000390,0.000000,0.000000,0.000000,0.000000,0.010831,0.010018,0.000040,0.000000,0.000216,0.000017,0.000000,0.000000,0.000070,0.007561,0.011243,0.004412,0.018938,0.000411,0.038212,0.016602,0.000000,0.000000,0.000816,0.000000,0.001245,0.000000,0.000064,0.000020,0.000000,0.000000,0.000110,0.000000,0.005780,0.000000,0.001593,0.007554,0.000000,0.000062,0.000247,0.000020,0.001035,0.000000,0.000000,0.000000,0.015518,0.000000,0.000044,0.000000,0.000485,0.000043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000054,0.000000,0.000000,0.003347,0.000000,0.000000,0.001268,0.000000,0.050761,0.000000,0.000000,0.000000,0.000000,0.003527,0.000000,0.000000,0.000052,0.000000,0.000026,0.011805,0.000000,0.000013,0.000000,0.000000,0.000000,0.000241,0.000064,0.000070,0.000000,0.000000,0.003161,0.002632,0.046867,0.024200,0.000000,0.000028,0.001076
38,0.024871,0.002752,0.000003,0.030754,0.007228,0.045192,0.025026,0.013483,0.039084,0.090913,0.001286,0.005594,0.014365,0.000208,0.000000,0.015891,0.000393,0.000000,0.007042,0.031505,0.000000,0.000000,0.000000,0.020131,0.000000,0.000065,0.000234,0.000308,0.000000,0.000000,0.000000,0.000000,0.009199,0.010661,0.000007,0.000000,0.000055,0.000001,0.000000,0.000000,0.000083,0.008161,0.010600,0.004216,0.010640,0.001236,0.036548,0.011792,0.000000,0.000000,0.000103,0.000000,0.001247,0.000000,0.000019,0.000014,0.000000,0.000000,0.000011,0.000000,0.005604,0.000000,0.001030,0.009055,0.000000,0.000014,0.000288,0.000081,0.001133,0.000000,0.000000,0.000000,0.012875,0.000000,0.000108,0.000000,0.000400,0.000012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000000,0.000000,0.002893,0.000000,0.000000,0.001572,0.000000,0.046861,0.000000,0.000000,0.000000,0.000000,0.004474,0.000000,0.000000,0.000019,0.000000,0.000041,0.006620,0.000000,0.000975,0.000000,0.000000,0.000000,0.000040,0.000137,0.000021,0.000000,0.000000,0.001528,0.005868,0.045961,0.023554,0.000000,0.000006,0.001354
39,0.024062,0.004105,0.000000,0.041491,0.012588,0.057006,0.029404,0.017099,0.040179,0.097040,0.000940,0.009443,0.018878,0.000149,0.000000,0.017898,0.000637,0.000000,0.006022,0.039380,0.000000,0.000000,0.000000,0.025536,0.000000,0.000060,0.000143,0.000365,0.000000,0.000000,0.000000,0.000000,0.012681,0.012894,0.000061,0.000000,0.000079,0.000010,0.000000,0.000000,0.000023,0.007865,0.011505,0.007851,0.018341,0.000024,0.037622,0.009199,0.000000,0.000000,0.000069,0.000000,0.000781,0.000000,0.000033,0.000009,0.000000,0.000000,0.000067,0.000000,0.005365,0.000000,0.001218,0.010159,0.000000,0.000059,0.000489,0.000146,0.000730,0.000000,0.000000,0.000000,0.014774,0.000000,0.000015,0.000000,0.000653,0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000022,0.000000,0.000000,0.003570,0.000000,0.000000,0.001224,0.000000,0.048137,0.000000,0.000000,0.000000,0.000000,0.005285,0.000000,0.000000,0.000007,0.000000,0.000062,0.013117,0.000000,0.000129,0.000000,0.000000,0.000000,0.000231,0.000065,0.000004,0.000000,0.000000,0.002900,0.006174,0.047079,0.019226,0.000000,0.000007,0.001461
40,0.018017,0.002821,0.000000,0.036612,0.008325,0.049490,0.025135,0.017758,0.040173,0.097795,0.001220,0.005825,0.014171,0.000934,0.000000,0.022069,0.000401,0.000000,0.007557,0.032890,0.000000,0.000000,0.000000,0.016643,0.000000,0.000065,0.000377,0.000305,0.000000,0.000000,0.000000,0.000000,0.012322,0.011968,0.000069,0.000000,0.000163,0.000001,0.000000,0.000000,0.000003,0.008259,0.010646,0.005081,0.013174,0.000815,0.034707,0.013546,0.000000,0.000000,0.000025,0.000000,0.000921,0.000000,0.000004,0.000001,0.000000,0.000000,0.000005,0.000000,0.006995,0.000000,0.001670,0.008855,0.000000,0.000003,0.000583,0.000195,0.001279,0.000000,0.000000,0.000000,0.016149,0.000000,0.000023,0.000000,0.001633,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.003138,0.000000,0.000000,0.000820,0.000000,0.042264,0.000000,0.000000,0.000000,0.000000,0.003891,0.000000,0.000000,0.000262,0.000000,0.000031,0.002380,0.000000,0.000002,0.000000,0.000000,0.000000,0.000138,0.000017,0.000011,0.000000,0.000000,0.002903,0.002549,0.044069,0.026499,0.000000,0.000015,0.001525
41,0.018350,0.001700,0.000000,0.045847,0.005868,0.057588,0.029323,0.020277,0.032201,0.104379,0.001442,0.008015,0.027469,0.000576,0.000000,0.021498,0.000475,0.000000,0.005297,0.036238,0.000000,0.000000,0.000000,0.021364,0.000000,0.000106,0.000543,0.000594,0.000000,0.000000,0.000000,0.000000,0.015329,0.016095,0.000104,0.000000,0.000175,0.000002,0.000000,0.000000,0.000038,0.006070,0.006958,0.006856,0.015423,0.001051,0.030872,0.012158,0.000000,0.000000,0.000065,0.000000,0.001002,0.000000,0.000015,0.000003,0.000000,0.000000,0.000050,0.000000,0.005228,0.000000,0.001139,0.009018,0.000000,0.000020,0.000317,0.000105,0.001317,0.000000,0.000000,0.000000,0.020825,0.000000,0.000007,0.000000,0.000165,0.000051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000027,0.000000,0.000000,0.002482,0.000000,0.000000,0.001824,0.000000,0.036114,0.000000,0.000000,0.000000,0.000000,0.002506,0.000000,0.000000,0.000001,0.000000,0.000039,0.013228,0.000000,0.000485,0.000000,0.000000,0.000000,0.000081,0.000048,0.000006,0.000000,0.000000,0.002922,0.003863,0.047681,0.028725,0.000000,0.000021,0.001182
42,0.022320,0.004518,0.000001,0.040389,0.010336,0.060164,0.028661,0.018052,0.044335,0.091712,0.001369,0.007919,0.027211,0.000252,0.000000,0.026627,0.000448,0.000000,0.005870,0.034939,0.000000,0.000000,0.000000,0.020466,0.000000,0.000073,0.000388,0.000704,0.000000,0.000000,0.000000,0.000000,0.012660,0.011346,0.000001,0.000000,0.000177,0.000023,0.000000,0.000000,0.000008,0.009980,0.010816,0.007586,0.015090,0.000927,0.043019,0.016070,0.000000,0.000000,0.000010,0.000000,0.001285,0.000000,0.000010,0.000012,0.000000,0.000000,0.000250,0.000000,0.005379,0.000000,0.002218,0.009003,0.000000,0.000008,0.000313,0.000111,0.001182,0.000000,0.000000,0.000000,0.017318,0.000000,0.000013,0.000000,0.000226,0.000023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,0.000000,0.000000,0.003665,0.000000,0.000000,0.000426,0.000000,0.048024,0.000000,0.000000,0.000000,0.000000,0.003323,0.000000,0.000000,0.000003,0.000000,0.000013,0.017557,0.000000,0.000002,0.000000,0.000000,0.000000,0.000203,0.000011,0.000011,0.000000,0.000000,0.002462,0.004753,0.044468,0.026027,0.000000,0.000003,0.001606
43,0.028720,0.003967,0.000000,0.035265,0.007724,0.050789,0.024641,0.016644,0.031301,0.077492,0.000897,0.005728,0.021999,0.000094,0.000000,0.022114,0.000847,0.000000,0.009612,0.038875,0.000000,0.000000,0.000000,0.022108,0.000000,0.000046,0.000342,0.000633,0.000000,0.000000,0.000000,0.000000,0.010383,0.010401,0.000029,0.000000,0.000079,0.000002,0.000000,0.000000,0.000052,0.009899,0.010333,0.006573,0.007704,0.000587,0.039249,0.017551,0.000000,0.000000,0.000086,0.000000,0.001225,0.000000,0.000025,0.000009,0.000000,0.000000,0.000010,0.000000,0.005501,0.000000,0.001770,0.009016,0.000000,0.000010,0.000119,0.000088,0.001005,0.000000,0.000000,0.000000,0.015508,0.000000,0.000060,0.000000,0.000563,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,0.000000,0.000000,0.004489,0.000000,0.000000,0.001540,0.000000,0.046898,0.000000,0.000000,0.000000,0.000000,0.003863,0.000000,0.000000,0.000207,0.000000,0.000429,0.012563,0.000000,0.000127,0.000000,0.000000,0.000000,0.000081,0.000039,0.000012,0.000000,0.000003,0.001685,0.003573,0.042597,0.028385,0.000000,0.000083,0.001388
44,0.022167,0.001596,0.000001,0.031783,0.007464,0.054553,0.027247,0.016338,0.042370,0.098635,0.001202,0.011294,0.021941,0.000530,0.000000,0.023852,0.000492,0.000000,0.006840,0.041209,0.000000,0.000000,0.000000,0.023394,0.000000,0.000054,0.000485,0.000622,0.000000,0.000000,0.000000,0.000000,0.015019,0.014042,0.000025,0.000000,0.000073,0.000004,0.000000,0.000000,0.000010,0.010315,0.011825,0.006330,0.017219,0.000311,0.040595,0.012532,0.000000,0.000000,0.000103,0.000000,0.001993,0.000000,0.000066,0.000025,0.000000,0.000000,0.000038,0.000000,0.006356,0.000000,0.001560,0.011707,0.000000,0.000013,0.000481,0.000129,0.001026,0.000000,0.000000,0.000000,0.015655,0.000000,0.000075,0.000000,0.000424,0.000033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,0.000000,0.003861,0.000000,0.000000,0.000245,0.000000,0.052694,0.000000,0.000000,0.000000,0.000000,0.005221,0.000000,0.000000,0.000050,0.000000,0.000124,0.010215,0.000000,0.000201,0.000000,0.000000,0.000000,0.000244,0.000018,0.000010,0.000000,0.000000,0.001932,0.003568,0.045748,0.022823,0.000000,0.000006,0.001152
45,0.022282,0.003953,0.000000,0.038760,0.007504,0.055423,0.031503,0.017540,0.033839,0.100068,0.001535,0.006318,0.018184,0.000291,0.000000,0.020398,0.000650,0.000000,0.004574,0.038556,0.000000,0.000000,0.000000,0.020482,0.000000,0.000089,0.000259,0.000628,0.000000,0.000000,0.000000,0.000000,0.012865,0.012696,0.000104,0.000000,0.000096,0.000001,0.000000,0.000000,0.000036,0.009205,0.009748,0.005604,0.017726,0.001103,0.037464,0.011240,0.000000,0.000000,0.000104,0.000000,0.000661,0.000000,0.000032,0.000009,0.000000,0.000000,0.000136,0.000000,0.007005,0.000000,0.002313,0.008001,0.000000,0.000016,0.000176,0.000193,0.001304,0.000000,0.000000,0.000000,0.017755,0.000000,0.000026,0.000000,0.000704,0.000025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.002599,0.000000,0.000000,0.001267,0.000000,0.044342,0.000000,0.000000,0.000000,0.000000,0.005747,0.000000,0.000000,0.000026,0.000000,0.000434,0.011114,0.000000,0.000127,0.000000,0.000000,0.000000,0.000165,0.000026,0.000009,0.000000,0.000000,0.002601,0.002696,0.042278,0.026743,0.000000,0.000046,0.000885
46,0.017815,0.002035,0.000000,0.032049,0.008574,0.045835,0.025659,0.013633,0.037965,0.094556,0.001281,0.006953,0.020105,0.000307,0.000000,0.020381,0.000393,0.000000,0.007554,0.035659,0.000000,0.000000,0.000000,0.019172,0.000000,0.000051,0.000446,0.000506,0.000000,0.000000,0.000000,0.000000,0.011069,0.011359,0.000056,0.000000,0.000108,0.000002,0.000000,0.000000,0.000018,0.008383,0.009553,0.005704,0.016679,0.000431,0.033707,0.013350,0.000000,0.000000,0.000091,0.000000,0.000897,0.000000,0.000012,0.000011,0.000000,0.000000,0.000125,0.000000,0.004801,0.000000,0.001464,0.009710,0.000000,0.000012,0.000248,0.000269,0.001173,0.000000,0.000000,0.000000,0.014885,0.000000,0.000021,0.000000,0.000737,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000050,0.000000,0.000000,0.003016,0.000000,0.000000,0.000971,0.000000,0.045615,0.000000,0.000000,0.000000,0.000000,0.003647,0.000000,0.000000,0.000003,0.000000,0.000008,0.011937,0.000000,0.000266,0.000000,0.000000,0.000000,0.000466,0.000028,0.000001,0.000000,0.000000,0.001468,0.003967,0.039041,0.022242,0.000000,0.000001,0.000989
47,0.030817,0.001058,0.000000,0.032618,0.006973,0.044826,0.030669,0.025539,0.042141,0.077851,0.001181,0.006662,0.020032,0.000074,0.000000,0.017131,0.000876,0.000000,0.008035,0.038233,0.000000,0.000000,0.000000,0.030275,0.000000,0.000054,0.000328,0.000270,0.000000,0.000000,0.000000,0.000000,0.008775,0.009829,0.000096,0.000000,0.000076,0.000003,0.000000,0.000000,0.000009,0.008787,0.011304,0.005326,0.012701,0.000521,0.038499,0.014910,0.000000,0.000000,0.000206,0.000000,0.000508,0.000000,0.000008,0.000008,0.000000,0.000000,0.000147,0.000000,0.002463,0.000000,0.002633,0.007702,0.000000,0.000023,0.000266,0.000171,0.000917,0.000000,0.000000,0.000000,0.012960,0.000000,0.000020,0.000000,0.001269,0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000,0.000000,0.003079,0.000000,0.000000,0.001329,0.000000,0.047864,0.000000,0.000000,0.000000,0.000000,0.003496,0.000000,0.000000,0.000030,0.000000,0.000007,0.015154,0.000000,0.000022,0.000000,0.000000,0.000000,0.000040,0.000018,0.000007,0.000000,0.000001,0.001913,0.003860,0.041149,0.027862,0.000000,0.000001,0.001849
