epoch,neurons_positive,neurons_negative,neurons_zero,mean_incl_zero,median_incl_zero,std_incl_zero,min_incl_zero,max_incl_zero,q1_incl_zero,q3_incl_zero,skewness_incl_zero,kurtosis_incl_zero,mode_incl_zero,mean_excl_zero,median_excl_zero,std_excl_zero,min_excl_zero,max_excl_zero,q1_excl_zero,q3_excl_zero,skewness_excl_zero,kurtosis_excl_zero,mode_excl_zero
41.0,22,0,104,0.00409934126984127,0.0,0.010394675345688534,0.0,0.05974,0.0,0.0,2.92459172277029,8.955448984335776,0.0,0.023478045454545456,0.019289,0.012800530118558202,0.004129,0.05974,0.01594325,0.0283645,1.1132523229544826,0.9793655252994946,0.004129
42.0,22,0,104,0.004227063492063492,0.0,0.0101283789993611,0.0,0.045395,0.0,0.0,2.4105783839005617,4.906983317896779,0.0,0.024209545454545452,0.0235235,0.010186269696942201,0.007466,0.045395,0.0158425,0.0278295,0.4754495318259183,-0.5053958044361053,0.007466
43.0,22,0,104,0.004267301587301587,0.0,0.01064998672498602,0.0,0.049026,0.0,0.0,2.6484317893186646,6.389441697594462,0.0,0.024439999999999996,0.022133,0.012513161961419954,0.003591,0.049026,0.0156015,0.03264525,0.5128849869233323,-0.5019197560126862,0.003591
44.0,22,0,104,0.004184404761904761,0.0,0.010288709780881927,0.0,0.053905,0.0,0.0,2.626746628630116,6.542706684284434,0.0,0.023965227272727273,0.021734,0.011498832375237134,0.004945,0.053905,0.0159285,0.031905249999999996,0.7531705948059854,0.25257033579376653,0.004945
45.0,22,0,104,0.004141047619047619,0.0,0.010018580157821007,0.0,0.040155,0.0,0.0,2.3978697761103698,4.600413628820145,0.0,0.023716909090909087,0.021605,0.010515635769086868,0.004072,0.040155,0.016357749999999997,0.03317575,0.12888986267277666,-1.011896753381262,0.004072
46.0,22,0,104,0.003945071428571429,0.0,0.009685786258599706,0.0,0.048559,0.0,0.0,2.580334360507221,6.085608305531714,0.0,0.022594500000000003,0.0200935,0.0107669149829466,0.003453,0.048559,0.0142035,0.02877925,0.5981576640486653,-0.15358077836288553,0.003453
47.0,22,0,104,0.004086626984126984,0.0,0.010173066928994988,0.0,0.054475,0.0,0.0,2.758889097477975,7.583668767293489,0.0,0.023405227272727272,0.0212805,0.011856079311060858,0.005254,0.054475,0.017092,0.0257415,0.9610717663342673,0.546905426489158,0.005254
48.0,22,0,104,0.004080960317460317,0.0,0.010027613424463908,0.0,0.04649,0.0,0.0,2.538024600134422,5.587118169696346,0.0,0.023372772727272728,0.021207499999999997,0.011179959082425604,0.005822,0.04649,0.015940999999999997,0.03017525,0.4037143070103808,-0.7729888350706875,0.005822
49.0,22,0,104,0.004186880952380952,0.0,0.010510008492745079,0.0,0.057502,0.0,0.0,2.823736018375002,8.146843761777493,0.0,0.02397940909090909,0.021068,0.012570720401932169,0.003561,0.057502,0.0174465,0.0287995,0.9994561206877328,0.8214994379360743,0.003561
50.0,22,0,104,0.004061777777777778,0.0,0.01029818151144564,0.0,0.050768,0.0,0.0,2.8143750875159768,7.533256643439966,0.0,0.02326290909090909,0.018869,0.012677446975235878,0.007112,0.050768,0.0140635,0.032665,0.7773111555917067,-0.5173823288548758,0.007112
51.0,22,0,104,0.004111333333333334,0.0,0.010102201748071069,0.0,0.048099,0.0,0.0,2.5809823750961916,5.929807365901739,0.0,0.02354672727272727,0.020137000000000002,0.011262944569701356,0.006083,0.048099,0.0157645,0.03384125,0.5813420696236288,-0.7282536834399291,0.006083
52.0,22,0,104,0.004133579365079365,0.0,0.010057139847410287,0.0,0.047748,0.0,0.0,2.502405387326683,5.515379432873898,0.0,0.02367413636363636,0.022517000000000002,0.010802095669130195,0.003749,0.047748,0.01618225,0.0306125,0.48506615282017557,-0.3081638172988388,0.003749
53.0,22,0,104,0.003985047619047619,0.0,0.009980893205931452,0.0,0.059088,0.0,0.0,2.92275186294771,9.244240414895211,0.0,0.022823454545454546,0.0203,0.011856780464156643,0.009073,0.059088,0.014256749999999999,0.027489,1.3871688846582717,1.8169607853276437,0.009073
54.0,22,0,104,0.004149055555555555,0.0,0.010368277876096935,0.0,0.055699,0.0,0.0,2.8291895161562612,8.110685180336572,0.0,0.023762772727272726,0.020018,0.012231611010120155,0.008353,0.055699,0.0157935,0.0283535,1.119906280747011,0.5682674957714609,0.008353
55.0,22,0,104,0.004184333333333334,0.0,0.010720945517707416,0.0,0.058579,0.0,0.0,3.013764537516897,9.64372089643502,0.0,0.02396481818181818,0.020433,0.013573849971833758,0.002924,0.058579,0.016264749999999998,0.029953749999999998,1.1766212083955292,1.0278873146786394,0.002924
56.0,22,0,104,0.004149142857142857,0.0,0.010504383276861661,0.0,0.049483,0.0,0.0,2.6883011573493096,6.569028588044645,0.0,0.023763272727272723,0.020812999999999998,0.012878788742388562,0.000204,0.049483,0.01463975,0.03253775,0.4109816272659304,-0.5965037038212158,0.000204
57.0,22,0,104,0.0040581746031746035,0.0,0.010820012358118228,0.0,0.049119,0.0,0.0,2.924058934302458,7.867238014786507,0.0,0.023242272727272726,0.019442,0.014987496610604873,4.6e-05,0.049119,0.0120715,0.03339925,0.45793702673113845,-0.9781674788712862,4.6e-05
58.0,21,0,105,0.004325952380952381,0.0,0.011560816126280574,0.0,0.071081,0.0,0.0,3.2603076439860694,11.626815305392903,0.0,0.025955714285714283,0.020708,0.015508026855986111,0.006941,0.071081,0.015389,0.032525,1.3151832847769542,1.2798929397302494,0.006941
59.0,21,0,105,0.004055095238095238,0.0,0.010464836400050342,0.0,0.056269,0.0,0.0,2.9254276533875045,8.51338766628009,0.0,0.02433057142857143,0.020788,0.01279698728522582,0.010387,0.056269,0.015339,0.027908,1.0273452801927134,-0.032255020862306694,0.010387
60.0,21,0,105,0.004141444444444444,0.0,0.010862296579318404,0.0,0.051927,0.0,0.0,2.879394536627895,7.784477769328538,0.0,0.024848666666666668,0.021187,0.013906475443829803,0.003903,0.051927,0.015703,0.036144,0.5965872230391319,-0.7258863137199887,0.003903
61.0,21,0,105,0.004057428571428571,0.0,0.010350970625776676,0.0,0.051845,0.0,0.0,2.7475218257497542,7.016528673822327,0.0,0.024344571428571424,0.019792,0.01220548069544181,0.00607,0.051845,0.015736,0.034744,0.6600605813194802,-0.5714791730196565,0.00607
62.0,21,0,105,0.004180396825396825,0.0,0.01105336922712261,0.0,0.063644,0.0,0.0,3.0573149706291125,9.550845642527657,0.0,0.025082380952380953,0.02096,0.01444957781711876,0.006345,0.063644,0.01529,0.037458,0.9658072133780103,0.22901418415382535,0.006345
63.0,21,0,105,0.004038071428571428,0.0,0.010263602193526475,0.0,0.055686,0.0,0.0,2.8086748409054403,7.866170192369191,0.0,0.024228428571428567,0.021234,0.011952763448442446,0.005395,0.055686,0.016617,0.026697,0.9750524357358863,0.5301890280949961,0.005395
64.0,21,0,105,0.004067730158730159,0.0,0.010548634284139298,0.0,0.055244,0.0,0.0,2.8607724490565625,7.903084510273786,0.0,0.02440638095238095,0.020572,0.0130862237576708,0.005815,0.055244,0.014678,0.031777,0.7237342213053605,-0.2538665619721381,0.005815
65.0,21,0,105,0.004385015873015873,0.0,0.011697323807337998,0.0,0.056971,0.0,0.0,3.076936281946715,9.17740877129905,0.0,0.026310095238095237,0.019836,0.015624128114050496,0.00851,0.056971,0.015249,0.033804,0.8844814311928096,-0.734162991468593,0.00851
66.0,21,0,105,0.004204531746031747,0.0,0.010580663996842142,0.0,0.047701,0.0,0.0,2.6109863903565014,5.970743473662717,0.0,0.025227190476190476,0.022235,0.011889494841361698,0.00664,0.047701,0.017341,0.034024,0.42944869562942967,-0.890592626664914,0.00664
67.0,21,0,105,0.004234428571428572,0.0,0.011091767366312276,0.0,0.056375,0.0,0.0,2.8980749774943617,7.97193467993276,0.0,0.02540657142857143,0.021861,0.014151051552956118,0.004385,0.056375,0.015852,0.039213,0.6697090267246745,-0.6421582014974878,0.004385
68.0,21,0,105,0.004138777777777778,0.0,0.010667560497437561,0.0,0.0511,0.0,0.0,2.779141062819502,7.130419509968942,0.0,0.024832666666666666,0.023314,0.01299602389133411,0.005921,0.0511,0.013959,0.035236,0.5691960591341094,-0.7256580746892105,0.005921
69.0,21,0,105,0.0040375,0.0,0.010593578881560345,0.0,0.050519,0.0,0.0,2.8758471365986127,7.660764892521993,0.0,0.024225,0.021296,0.013575761253758393,0.005154,0.050519,0.012134,0.032436,0.5811186423400089,-0.9360670815006311,0.005154
70.0,21,0,105,0.004138261904761905,0.0,0.010751683626872502,0.0,0.051846,0.0,0.0,2.7722917417983255,6.988356224716419,0.0,0.02482957142857143,0.022373,0.013410289225145028,0.004456,0.051846,0.013644,0.034192,0.41731384058540544,-0.8098090733907197,0.004456
71.0,21,0,105,0.004039325396825397,0.0,0.01045304187733671,0.0,0.047423,0.0,0.0,2.7754896141936576,6.917719177231357,0.0,0.024235952380952382,0.018862,0.012888445099893567,0.005682,0.047423,0.01418,0.035837,0.48900002730899633,-1.1295666728422682,0.005682
72.0,21,0,105,0.004159253968253968,0.0,0.010666847661363605,0.0,0.051445,0.0,0.0,2.850854372485609,7.8495137951328005,0.0,0.02495552380952381,0.019522,0.012794843766585734,0.008348,0.051445,0.018075,0.033549,0.9130479777166328,-0.3759072406330777,0.008348
73.0,21,0,105,0.00424763492063492,0.0,0.011115427513290928,0.0,0.053189,0.0,0.0,2.843598932191088,7.560966667680745,0.0,0.02548580952380952,0.021286,0.014143701787348074,0.00128,0.053189,0.017411,0.028492,0.5263230005413005,-0.6432077856815486,0.00128
74.0,21,0,105,0.004166039682539683,0.0,0.010922701030423409,0.0,0.056608,0.0,0.0,2.8828554891620186,7.9157680792298155,0.0,0.024996238095238092,0.022649,0.013969817024757891,0.00394,0.056608,0.014533,0.032903,0.6120031274315343,-0.4957331815280335,0.00394
75.0,21,0,105,0.004105023809523809,0.0,0.01060639862465801,0.0,0.049734,0.0,0.0,2.7388481037822876,6.784029050025609,0.0,0.024630142857142854,0.021552,0.013016817445449686,0.004307,0.049734,0.014539,0.033224,0.3960034216885265,-0.7697043259683509,0.004307
76.0,21,0,105,0.004096753968253968,0.0,0.010469923943180118,0.0,0.052502,0.0,0.0,2.8259926677230034,7.757518527595629,0.0,0.02458052380952381,0.02109,0.012418295050598487,0.007553,0.052502,0.017469,0.030485,0.9048739054628637,-0.1441042029267141,0.007553
77.0,21,0,105,0.004310126984126984,0.0,0.011241413713828982,0.0,0.060832,0.0,0.0,2.961172062409895,8.750390584724185,0.0,0.025860761904761904,0.021719,0.014173935767237937,0.005389,0.060832,0.017706,0.027512,0.9279264007439889,-0.005837592410936843,0.005389
78.0,21,0,105,0.0043119126984126985,0.0,0.011295395287404846,0.0,0.053351,0.0,0.0,2.8139558675854865,7.1550445737754735,0.0,0.02587147619047619,0.022265,0.01441311883772508,0.006885,0.053351,0.013078,0.032417,0.4258782235211472,-1.0366607950383413,0.006885
79.0,21,0,105,0.0040565873015873015,0.0,0.011190706200157852,0.0,0.06044,0.0,0.0,3.222912514773354,10.396480258050676,0.0,0.024339523809523814,0.017901,0.01605348608519434,0.00467,0.06044,0.012646,0.037032,0.8237410277495074,-0.32977426238858243,0.00467
80.0,21,0,105,0.00415131746031746,0.0,0.011479299232421506,0.0,0.061546,0.0,0.0,3.1277931606876073,9.51437505208581,0.0,0.024907904761904763,0.019768,0.016542151175549663,0.000674,0.061546,0.012239,0.034356,0.6104735617175542,-0.5971936209837589,0.000674
81.0,20,0,106,0.004318007936507937,0.0,0.0115526565257314,0.0,0.055063,0.0,0.0,2.8970927885197235,7.77660258682292,0.0,0.02720345,0.0221045,0.014773605509404264,0.005395,0.055063,0.01783225,0.038472,0.49536597969755614,-0.8776395654053326,0.005395
82.0,20,0,106,0.004067833333333333,0.0,0.010704764146886944,0.0,0.05435,0.0,0.0,2.776287154912725,7.1000665393595686,0.0,0.02562735,0.0226315,0.013015996536089737,0.005204,0.05435,0.017523749999999998,0.0334525,0.37793961760058187,-0.43230481988406577,0.005204
83.0,20,0,106,0.004256484126984127,0.0,0.011646438926913217,0.0,0.055022,0.0,0.0,3.0070014589801666,8.436523039576405,0.0,0.026815849999999995,0.022255999999999998,0.015798117882440933,0.005401,0.055022,0.0164995,0.0354885,0.49783259647853645,-0.9835561688790153,0.005401
84.0,20,0,106,0.004066253968253967,0.0,0.0109686740462248,0.0,0.050482,0.0,0.0,2.9239935118740323,7.865874043998879,0.0,0.025617400000000002,0.020654,0.01434852176149167,0.004043,0.050482,0.015729,0.036648,0.45553896635315566,-1.0186311714078895,0.004043
85.0,20,0,106,0.0044051666666666675,0.0,0.011877348229478066,0.0,0.065304,0.0,0.0,2.967366310125953,8.652594281153508,0.0,0.027752549999999997,0.0248335,0.015517744770020546,0.003869,0.065304,0.01956475,0.035937500000000004,0.5844002578302572,-0.06232193589538548,0.003869
86.0,20,0,106,0.004142317460317461,0.0,0.011500566235646346,0.0,0.056893,0.0,0.0,3.1128141665505393,9.241270526447597,0.0,0.02609659999999999,0.0203045,0.016134587687325636,0.003488,0.056893,0.014671,0.037698749999999996,0.5902255308945963,-0.8652063099405827,0.003488
87.0,20,0,106,0.004205436507936508,0.0,0.01125973199411523,0.0,0.059594,0.0,0.0,2.963225257885792,8.759468951227728,0.0,0.026494249999999997,0.026438,0.014429083823566207,0.00392,0.059594,0.01464975,0.032779749999999996,0.6821766684599997,0.2078461119239403,0.00392
88.0,20,0,106,0.004179341269841269,0.0,0.011434006674718318,0.0,0.057463,0.0,0.0,2.942760957667219,8.027413768847312,0.0,0.02632985,0.0231515,0.015505496835880494,0.002777,0.057463,0.016627000000000003,0.03881275,0.33693138304099907,-0.8196702063585977,0.002777
89.0,20,0,106,0.003896714285714286,0.0,0.010765996143691782,0.0,0.054487,0.0,0.0,3.079861507712436,9.17079136387508,0.0,0.024549299999999996,0.0213715,0.014940064163516835,0.002928,0.054487,0.0161735,0.03095125,0.5660347372859129,-0.5955922080063765,0.002928
90.0,20,0,106,0.004239873015873016,0.0,0.011998447662810736,0.0,0.069228,0.0,0.0,3.35573189703733,11.685857969838391,0.0,0.0267112,0.019642,0.017513685861634036,7e-05,0.069228,0.01707425,0.0365735,0.9115206283172437,0.09694515795387826,7e-05
91.0,19,0,107,0.004250642857142857,0.0,0.01191922300217693,0.0,0.064721,0.0,0.0,3.1177678249407066,9.37934476311725,0.0,0.028188473684210524,0.024308,0.01635125156442135,0.006504,0.064721,0.016319,0.0417125,0.577885972786432,-0.6831059284649155,0.006504
92.0,19,0,107,0.004115992063492063,0.0,0.010925982703611586,0.0,0.050054,0.0,0.0,2.7197318133874675,6.4235208319068295,0.0,0.027295526315789475,0.025159,0.012607976165354596,0.007399,0.050054,0.016633500000000002,0.0374255,0.2042421286087201,-1.0260977610792832,0.007399
93.0,19,0,107,0.0040058095238095235,0.0,0.010853323864885805,0.0,0.058707,0.0,0.0,2.902652983639499,8.06799182773848,0.0,0.02656484210526316,0.024278,0.013486560309251178,0.001954,0.058707,0.01683,0.034173999999999996,0.4815400296230276,-0.09735320737357034,0.001954
94.0,19,0,107,0.0041009920634920635,0.0,0.011355050098437796,0.0,0.06111,0.0,0.0,3.0303012583795494,8.93402547545696,0.0,0.027196052631578954,0.024063,0.015065274348904378,0.000698,0.06111,0.017761,0.0363395,0.5166739908334517,-0.28078223528420043,0.000698
95.0,19,0,107,0.004203174603174603,0.0,0.01163169837131533,0.0,0.050719,0.0,0.0,2.8660408159462687,7.102172028416952,0.0,0.027873684210526318,0.022905,0.015409234063592932,0.004258,0.050719,0.0161655,0.041101,0.05611294836467582,-1.3510916258341221,0.004258
96.0,19,0,107,0.003960253968253968,0.0,0.01054131453576115,0.0,0.053304,0.0,0.0,2.7268127480581166,6.642726511284323,0.0,0.026262736842105262,0.026532,0.012295212580693028,0.004882,0.053304,0.0190215,0.033953,0.17402296388052094,-0.3407397630894855,0.004882
