neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,neuron_37,neuron_38,neuron_39,neuron_40,neuron_41,neuron_42,neuron_43,neuron_44,neuron_45,neuron_46,neuron_47,neuron_48,neuron_49,neuron_50,neuron_51,neuron_52,neuron_53,neuron_54,neuron_55,neuron_56,neuron_57,neuron_58,neuron_59,neuron_60,neuron_61,neuron_62,neuron_63,neuron_64
0.010628894091350958,0.019247905011288823,0.016305503889452667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013757987078279257,0.0,0.0,0.0,0.017296119339298456,0.0,0.014517742495518177,0.0,0.0,0.008799699103692547,0.02346355889458209,0.016079990970902146,0.016948841909179464,0.00970744990685489,0.0,0.0,0.014425167385488748,0.023021857496351005,0.022248174850828945,0.011730065674055368,0.017467625155113638,0.0,0.0,0.0,0.0,0.0,0.0,0.0162349736969918,0.0,0.0,0.017163955690339208,0.0,0.01384707227232866,0.0,0.0,0.0,0.011653741429327055,0.021192936017177998,0.0,0.01552542407764122,0.0,0.018597318888641894,0.0,0.015406426454428584,0.01682402817066759,0.0,0.01306267992418725,0.0,0.0,0.015281656992156058,0.014928172213258222,0.0,0.0,0.010755191362695768
